"","sc3_22_clusters"
"Var1_1","8"
"Var1_2","8"
"Var1_3","8"
"Var1_4","8"
"Var1_5","8"
"Var1_6","8"
"Var1_7","18"
"Var1_8","8"
"Var1_9","8"
"Var1_10","8"
"Var1_11","8"
"Var1_12","8"
"Var1_13","4"
"Var1_14","4"
"Var1_15","15"
"Var1_16","14"
"Var1_17","18"
"Var1_18","8"
"Var1_19","13"
"Var1_20","1"
"Var1_21","1"
"Var1_22","6"
"Var1_23","13"
"Var1_24","2"
"Var1_25","4"
"Var1_26","7"
"Var1_27","1"
"Var1_28","8"
"Var1_29","8"
"Var1_30","2"
"Var1_31","4"
"Var1_32","4"
"Var1_33","4"
"Var1_34","4"
"Var1_35","1"
"Var1_36","8"
"Var1_37","1"
"Var1_38","17"
"Var1_39","18"
"Var1_40","4"
"Var1_41","14"
"Var1_42","2"
"Var1_43","4"
"Var1_44","14"
"Var1_45","14"
"Var1_46","14"
"Var1_47","8"
"Var1_48","14"
"Var1_49","4"
"Var1_50","2"
"Var1_51","4"
"Var1_52","2"
"Var1_53","8"
"Var1_54","1"
"Var1_55","18"
"Var1_56","14"
"Var1_57","1"
"Var1_58","1"
"Var1_59","18"
"Var1_60","15"
"Var1_61","13"
"Var1_62","7"
"Var1_63","15"
"Var1_64","13"
"Var1_65","2"
"Var1_66","8"
"Var1_67","6"
"Var1_68","1"
"Var1_69","4"
"Var1_70","6"
"Var1_71","16"
"Var1_72","15"
"Var1_73","18"
"Var1_74","4"
"Var1_75","1"
"Var1_76","1"
"Var1_77","4"
"Var1_78","18"
"Var1_79","1"
"Var1_80","1"
"Var1_81","17"
"Var1_82","18"
"Var1_83","2"
"Var1_84","8"
"Var1_85","14"
"Var1_86","4"
"Var1_87","4"
"Var1_88","1"
"Var1_89","16"
"Var1_90","1"
"Var1_91","2"
"Var1_92","17"
"Var1_93","1"
"Var1_94","18"
"Var1_95","1"
"Var1_96","15"
"Var1_97","1"
"Var1_98","4"
"Var1_99","4"
"Var1_100","2"
"Var1_101","4"
"Var1_102","6"
"Var1_103","7"
"Var1_104","4"
"Var1_105","2"
"Var1_106","1"
"Var1_107","16"
"Var1_108","18"
"Var1_109","8"
"Var1_110","4"
"Var1_111","1"
"Var1_112","15"
"Var1_113","4"
"Var1_114","1"
"Var1_115","17"
"Var1_116","1"
"Var1_117","4"
"Var1_118","1"
"Var1_119","4"
"Var1_120","1"
"Var1_121","1"
"Var1_122","18"
"Var1_123","4"
"Var1_124","2"
"Var1_125","17"
"Var1_126","2"
"Var1_127","7"
"Var1_128","2"
"Var1_129","4"
"Var1_130","1"
"Var1_131","7"
"Var1_132","6"
