"","sc3_22_clusters"
"Var1_1","14"
"Var1_2","14"
"Var1_3","14"
"Var1_4","14"
"Var1_5","14"
"Var1_6","14"
"Var1_7","11"
"Var1_8","14"
"Var1_9","14"
"Var1_10","14"
"Var1_11","14"
"Var1_12","14"
"Var1_13","9"
"Var1_14","9"
"Var1_15","20"
"Var1_16","21"
"Var1_17","11"
"Var1_18","14"
"Var1_19","19"
"Var1_20","2"
"Var1_21","2"
"Var1_22","12"
"Var1_23","19"
"Var1_24","1"
"Var1_25","9"
"Var1_26","13"
"Var1_27","2"
"Var1_28","14"
"Var1_29","14"
"Var1_30","1"
"Var1_31","9"
"Var1_32","9"
"Var1_33","9"
"Var1_34","9"
"Var1_35","2"
"Var1_36","14"
"Var1_37","2"
"Var1_38","6"
"Var1_39","11"
"Var1_40","9"
"Var1_41","21"
"Var1_42","1"
"Var1_43","9"
"Var1_44","21"
"Var1_45","21"
"Var1_46","21"
"Var1_47","14"
"Var1_48","21"
"Var1_49","9"
"Var1_50","1"
"Var1_51","9"
"Var1_52","2"
"Var1_53","14"
"Var1_54","2"
"Var1_55","11"
"Var1_56","21"
"Var1_57","2"
"Var1_58","2"
"Var1_59","11"
"Var1_60","20"
"Var1_61","19"
"Var1_62","13"
"Var1_63","20"
"Var1_64","19"
"Var1_65","1"
"Var1_66","14"
"Var1_67","12"
"Var1_68","3"
"Var1_69","9"
"Var1_70","12"
"Var1_71","22"
"Var1_72","20"
"Var1_73","11"
"Var1_74","9"
"Var1_75","2"
"Var1_76","2"
"Var1_77","9"
"Var1_78","11"
"Var1_79","2"
"Var1_80","2"
"Var1_81","6"
"Var1_82","11"
"Var1_83","1"
"Var1_84","14"
"Var1_85","21"
"Var1_86","9"
"Var1_87","9"
"Var1_88","2"
"Var1_89","22"
"Var1_90","2"
"Var1_91","1"
"Var1_92","6"
"Var1_93","2"
"Var1_94","11"
"Var1_95","2"
"Var1_96","20"
"Var1_97","2"
"Var1_98","9"
"Var1_99","9"
"Var1_100","1"
"Var1_101","9"
"Var1_102","12"
"Var1_103","13"
"Var1_104","9"
"Var1_105","1"
"Var1_106","2"
"Var1_107","22"
"Var1_108","11"
"Var1_109","14"
"Var1_110","9"
"Var1_111","2"
"Var1_112","20"
"Var1_113","9"
"Var1_114","2"
"Var1_115","6"
"Var1_116","2"
"Var1_117","9"
"Var1_118","2"
"Var1_119","9"
"Var1_120","2"
"Var1_121","2"
"Var1_122","11"
"Var1_123","9"
"Var1_124","1"
"Var1_125","11"
"Var1_126","1"
"Var1_127","13"
"Var1_128","1"
"Var1_129","9"
"Var1_130","2"
"Var1_131","13"
"Var1_132","12"
"Var1_133","2"
"Var1_134","14"
"Var1_135","12"
"Var1_136","1"
"Var1_137","2"
"Var1_138","13"
"Var1_139","2"
"Var1_140","9"
"Var1_141","20"
"Var1_142","2"
"Var1_143","2"
"Var1_144","11"
"Var1_145","2"
"Var1_146","22"
"Var1_147","4"
"Var1_148","19"
"Var1_149","19"
"Var1_150","11"
"Var1_151","11"
"Var1_152","2"
"Var1_153","2"
"Var1_154","9"
"Var1_155","2"
"Var1_156","21"
"Var1_157","1"
"Var1_158","11"
"Var1_159","13"
"Var1_160","6"
"Var1_161","13"
"Var1_162","2"
"Var1_163","18"
"Var1_164","2"
"Var1_165","2"
"Var1_166","11"
"Var1_167","22"
"Var1_168","1"
"Var1_169","4"
"Var1_170","11"
"Var1_171","14"
"Var1_172","20"
"Var1_173","14"
"Var1_174","1"
"Var1_175","2"
"Var1_176","2"
"Var1_177","14"
"Var1_178","9"
"Var1_179","2"
"Var1_180","9"
"Var1_181","2"
"Var1_182","14"
"Var1_183","13"
"Var1_184","2"
"Var1_185","12"
"Var1_186","2"
"Var1_187","13"
"Var1_188","15"
"Var1_189","6"
"Var1_190","2"
"Var1_191","13"
"Var1_192","9"
"Var1_193","2"
"Var1_194","2"
"Var1_195","9"
"Var1_196","2"
"Var1_197","18"
"Var1_198","12"
"Var1_199","1"
"Var1_200","2"
"Var1_201","9"
"Var1_202","13"
"Var1_203","19"
"Var1_204","1"
"Var1_205","12"
"Var1_206","1"
"Var1_207","19"
"Var1_208","13"
"Var1_209","19"
"Var1_210","1"
"Var1_211","1"
"Var1_212","13"
"Var1_213","2"
"Var1_214","3"
"Var1_215","16"
"Var1_216","19"
"Var1_217","22"
"Var1_218","16"
"Var1_219","21"
"Var1_220","2"
"Var1_221","9"
"Var1_222","18"
"Var1_223","1"
"Var1_224","11"
"Var1_225","1"
"Var1_226","13"
"Var1_227","1"
"Var1_228","2"
"Var1_229","9"
"Var1_230","19"
"Var1_231","11"
"Var1_232","9"
"Var1_233","9"
"Var1_234","11"
"Var1_235","9"
"Var1_236","11"
"Var1_237","21"
"Var1_238","11"
"Var1_239","2"
"Var1_240","9"
"Var1_241","1"
"Var1_242","16"
"Var1_243","2"
"Var1_244","14"
"Var1_245","13"
"Var1_246","9"
"Var1_247","1"
"Var1_248","13"
"Var1_249","2"
"Var1_250","15"
"Var1_251","9"
"Var1_252","10"
"Var1_253","2"
"Var1_254","8"
"Var1_255","9"
"Var1_256","18"
"Var1_257","12"
"Var1_258","1"
"Var1_259","1"
"Var1_260","11"
"Var1_261","19"
"Var1_262","9"
"Var1_263","13"
"Var1_264","2"
"Var1_265","18"
"Var1_266","2"
"Var1_267","1"
"Var1_268","1"
"Var1_269","16"
"Var1_270","12"
"Var1_271","9"
"Var1_272","13"
"Var1_273","15"
"Var1_274","12"
"Var1_275","22"
"Var1_276","1"
"Var1_277","18"
"Var1_278","19"
"Var1_279","13"
"Var1_280","12"
"Var1_281","9"
"Var1_282","1"
"Var1_283","1"
"Var1_284","19"
"Var1_285","13"
"Var1_286","11"
"Var1_287","9"
"Var1_288","22"
"Var1_289","15"
"Var1_290","1"
"Var1_291","1"
"Var1_292","11"
"Var1_293","20"
"Var1_294","1"
"Var1_295","2"
"Var1_296","1"
"Var1_297","11"
"Var1_298","1"
"Var1_299","6"
"Var1_300","11"
"Var1_301","18"
"Var1_302","15"
"Var1_303","2"
"Var1_304","2"
"Var1_305","22"
"Var1_306","9"
"Var1_307","1"
"Var1_308","18"
"Var1_309","18"
"Var1_310","9"
"Var1_311","11"
"Var1_312","2"
"Var1_313","18"
"Var1_314","6"
"Var1_315","18"
"Var1_316","2"
"Var1_317","2"
"Var1_318","11"
"Var1_319","15"
"Var1_320","2"
"Var1_321","9"
"Var1_322","13"
"Var1_323","18"
"Var1_324","13"
"Var1_325","16"
"Var1_326","12"
"Var1_327","13"
"Var1_328","2"
"Var1_329","2"
"Var1_330","22"
"Var1_331","22"
"Var1_332","12"
"Var1_333","4"
"Var1_334","12"
"Var1_335","11"
"Var1_336","22"
"Var1_337","9"
"Var1_338","9"
"Var1_339","2"
"Var1_340","11"
"Var1_341","8"
"Var1_342","22"
"Var1_343","14"
"Var1_344","2"
"Var1_345","2"
"Var1_346","1"
"Var1_347","8"
"Var1_348","12"
"Var1_349","17"
"Var1_350","16"
"Var1_351","1"
"Var1_352","11"
"Var1_353","8"
"Var1_354","18"
"Var1_355","15"
"Var1_356","2"
"Var1_357","13"
"Var1_358","5"
"Var1_359","2"
"Var1_360","16"
"Var1_361","15"
"Var1_362","18"
"Var1_363","1"
"Var1_364","2"
"Var1_365","13"
"Var1_366","13"
"Var1_367","18"
"Var1_368","1"
"Var1_369","20"
"Var1_370","9"
"Var1_371","14"
"Var1_372","14"
"Var1_373","18"
"Var1_374","19"
"Var1_375","19"
"Var1_376","15"
"Var1_377","22"
"Var1_378","1"
"Var1_379","8"
"Var1_380","15"
"Var1_381","13"
"Var1_382","14"
"Var1_383","15"
"Var1_384","15"
"Var1_385","13"
"Var1_386","22"
"Var1_387","11"
"Var1_388","18"
"Var1_389","2"
"Var1_390","13"
"Var1_391","11"
"Var1_392","11"
"Var1_393","1"
"Var1_394","22"
"Var1_395","17"
"Var1_396","9"
"Var1_397","22"
"Var1_398","16"
"Var1_399","21"
"Var1_400","1"
"Var1_401","12"
"Var1_402","20"
"Var1_403","18"
"Var1_404","16"
"Var1_405","2"
"Var1_406","12"
"Var1_407","16"
"Var1_408","15"
"Var1_409","1"
"Var1_410","19"
"Var1_411","15"
"Var1_412","22"
"Var1_413","14"
"Var1_414","13"
"Var1_415","22"
"Var1_416","22"
"Var1_417","22"
"Var1_418","13"
"Var1_419","15"
"Var1_420","15"
"Var1_421","18"
"Var1_422","15"
"Var1_423","15"
"Var1_424","11"
"Var1_425","11"
"Var1_426","18"
"Var1_427","13"
"Var1_428","22"
"Var1_429","22"
"Var1_430","15"
"Var1_431","18"
"Var1_432","16"
"Var1_433","13"
"Var1_434","2"
"Var1_435","13"
"Var1_436","14"
"Var1_437","22"
"Var1_438","17"
"Var1_439","22"
"Var1_440","22"
"Var1_441","1"
"Var1_442","17"
"Var1_443","19"
"Var1_444","14"
"Var1_445","15"
"Var1_446","17"
"Var1_447","11"
"Var1_448","4"
"Var1_449","19"
"Var1_450","21"
"Var1_451","17"
"Var1_452","16"
"Var1_453","14"
"Var1_454","18"
"Var1_455","16"
"Var1_456","15"
"Var1_457","15"
"Var1_458","13"
"Var1_459","16"
"Var1_460","7"
"Var1_461","14"
"Var1_462","4"
"Var1_463","15"
"Var1_464","15"
"Var1_465","1"
"Var1_466","14"
"Var1_467","9"
"Var1_468","2"
"Var1_469","2"
"Var1_470","17"
"Var1_471","17"
"Var1_472","22"
"Var1_473","2"
"Var1_474","3"
"Var1_475","3"
"Var1_476","18"
"Var1_477","19"
"Var1_478","1"
"Var1_479","18"
"Var1_480","17"
"Var1_481","17"
"Var1_482","11"
"Var1_483","3"
"Var1_484","17"
"Var1_485","16"
"Var1_486","10"
"Var1_487","5"
"Var1_488","11"
"Var1_489","16"
"Var1_490","9"
"Var1_491","1"
"Var1_492","22"
"Var1_493","9"
"Var1_494","13"
"Var1_495","16"
"Var1_496","16"
"Var1_497","22"
"Var1_498","15"
"Var1_499","15"
"Var1_500","21"
"Var1_501","2"
"Var1_502","22"
"Var1_503","22"
"Var1_504","17"
"Var1_505","15"
"Var1_506","13"
"Var1_507","16"
"Var1_508","7"
"Var1_509","15"
"Var1_510","21"
"Var1_511","18"
"Var1_512","1"
"Var1_513","16"
"Var1_514","3"
"Var1_515","15"
"Var1_516","18"
"Var1_517","17"
"Var1_518","17"
"Var1_519","12"
"Var1_520","15"
"Var1_521","18"
"Var1_522","4"
