"","sc3_24_clusters"
"Var1_1","21"
"Var1_2","21"
"Var1_3","21"
"Var1_4","21"
"Var1_5","21"
"Var1_6","21"
"Var1_7","8"
"Var1_8","21"
"Var1_9","21"
"Var1_10","21"
"Var1_11","21"
"Var1_12","21"
"Var1_13","5"
"Var1_14","5"
"Var1_15","17"
"Var1_16","23"
"Var1_17","6"
"Var1_18","21"
"Var1_19","22"
"Var1_20","1"
"Var1_21","1"
"Var1_22","13"
"Var1_23","22"
"Var1_24","1"
"Var1_25","5"
"Var1_26","12"
"Var1_27","1"
"Var1_28","21"
"Var1_29","21"
"Var1_30","1"
"Var1_31","5"
"Var1_32","5"
"Var1_33","5"
"Var1_34","5"
"Var1_35","1"
"Var1_36","21"
"Var1_37","1"
"Var1_38","6"
"Var1_39","8"
"Var1_40","5"
"Var1_41","23"
"Var1_42","1"
"Var1_43","5"
"Var1_44","23"
"Var1_45","23"
"Var1_46","23"
"Var1_47","21"
"Var1_48","23"
"Var1_49","5"
"Var1_50","2"
"Var1_51","5"
"Var1_52","1"
"Var1_53","21"
"Var1_54","1"
"Var1_55","8"
"Var1_56","23"
"Var1_57","1"
"Var1_58","1"
"Var1_59","8"
"Var1_60","17"
"Var1_61","22"
"Var1_62","12"
"Var1_63","17"
"Var1_64","22"
"Var1_65","7"
"Var1_66","21"
"Var1_67","13"
"Var1_68","1"
"Var1_69","5"
"Var1_70","13"
"Var1_71","11"
"Var1_72","17"
"Var1_73","8"
"Var1_74","5"
"Var1_75","1"
"Var1_76","1"
"Var1_77","5"
"Var1_78","8"
"Var1_79","1"
"Var1_80","1"
"Var1_81","6"
"Var1_82","8"
"Var1_83","2"
"Var1_84","21"
"Var1_85","23"
"Var1_86","5"
"Var1_87","5"
"Var1_88","1"
"Var1_89","17"
"Var1_90","1"
"Var1_91","2"
"Var1_92","1"
"Var1_93","1"
"Var1_94","8"
"Var1_95","1"
"Var1_96","17"
"Var1_97","1"
"Var1_98","5"
"Var1_99","5"
"Var1_100","2"
"Var1_101","5"
"Var1_102","13"
"Var1_103","12"
"Var1_104","5"
"Var1_105","2"
"Var1_106","1"
"Var1_107","11"
"Var1_108","6"
"Var1_109","21"
"Var1_110","5"
"Var1_111","1"
"Var1_112","17"
"Var1_113","5"
"Var1_114","1"
"Var1_115","6"
"Var1_116","1"
"Var1_117","5"
"Var1_118","1"
"Var1_119","5"
"Var1_120","1"
"Var1_121","1"
"Var1_122","8"
"Var1_123","5"
"Var1_124","1"
"Var1_125","6"
"Var1_126","2"
"Var1_127","13"
"Var1_128","1"
"Var1_129","5"
"Var1_130","1"
"Var1_131","12"
"Var1_132","13"
"Var1_133","1"
"Var1_134","21"
"Var1_135","13"
"Var1_136","2"
"Var1_137","1"
"Var1_138","12"
"Var1_139","1"
"Var1_140","5"
"Var1_141","17"
"Var1_142","1"
"Var1_143","1"
"Var1_144","8"
"Var1_145","1"
"Var1_146","4"
"Var1_147","17"
"Var1_148","22"
"Var1_149","22"
"Var1_150","8"
"Var1_151","8"
"Var1_152","1"
"Var1_153","1"
"Var1_154","5"
"Var1_155","1"
"Var1_156","23"
"Var1_157","2"
"Var1_158","8"
"Var1_159","12"
"Var1_160","2"
"Var1_161","12"
"Var1_162","1"
"Var1_163","20"
"Var1_164","1"
"Var1_165","1"
"Var1_166","8"
"Var1_167","17"
"Var1_168","1"
"Var1_169","2"
"Var1_170","8"
"Var1_171","21"
"Var1_172","17"
"Var1_173","21"
"Var1_174","2"
"Var1_175","1"
"Var1_176","1"
"Var1_177","21"
"Var1_178","5"
"Var1_179","1"
"Var1_180","5"
"Var1_181","1"
"Var1_182","21"
"Var1_183","12"
"Var1_184","1"
"Var1_185","13"
"Var1_186","1"
"Var1_187","12"
"Var1_188","15"
"Var1_189","6"
"Var1_190","1"
"Var1_191","12"
"Var1_192","5"
"Var1_193","1"
"Var1_194","1"
"Var1_195","5"
"Var1_196","1"
"Var1_197","20"
"Var1_198","13"
"Var1_199","2"
"Var1_200","1"
"Var1_201","5"
"Var1_202","13"
"Var1_203","22"
"Var1_204","2"
"Var1_205","13"
"Var1_206","2"
"Var1_207","22"
"Var1_208","12"
"Var1_209","22"
"Var1_210","2"
"Var1_211","2"
"Var1_212","12"
"Var1_213","1"
"Var1_214","3"
"Var1_215","23"
"Var1_216","22"
"Var1_217","24"
"Var1_218","16"
"Var1_219","23"
"Var1_220","1"
"Var1_221","5"
"Var1_222","20"
"Var1_223","2"
"Var1_224","8"
"Var1_225","2"
"Var1_226","12"
"Var1_227","2"
"Var1_228","1"
"Var1_229","5"
"Var1_230","22"
"Var1_231","8"
"Var1_232","5"
"Var1_233","5"
"Var1_234","8"
"Var1_235","5"
"Var1_236","8"
"Var1_237","23"
"Var1_238","8"
"Var1_239","1"
"Var1_240","5"
"Var1_241","1"
"Var1_242","16"
"Var1_243","1"
"Var1_244","21"
"Var1_245","12"
"Var1_246","5"
"Var1_247","2"
"Var1_248","12"
"Var1_249","1"
"Var1_250","15"
"Var1_251","5"
"Var1_252","4"
"Var1_253","1"
"Var1_254","7"
"Var1_255","5"
"Var1_256","20"
"Var1_257","13"
"Var1_258","1"
"Var1_259","2"
"Var1_260","8"
"Var1_261","22"
"Var1_262","5"
"Var1_263","12"
"Var1_264","1"
"Var1_265","20"
"Var1_266","1"
"Var1_267","3"
"Var1_268","1"
"Var1_269","16"
"Var1_270","13"
"Var1_271","5"
"Var1_272","12"
"Var1_273","20"
"Var1_274","13"
"Var1_275","4"
"Var1_276","2"
"Var1_277","20"
"Var1_278","22"
"Var1_279","12"
"Var1_280","13"
"Var1_281","5"
"Var1_282","1"
"Var1_283","2"
"Var1_284","22"
"Var1_285","12"
"Var1_286","8"
"Var1_287","5"
"Var1_288","24"
"Var1_289","15"
"Var1_290","2"
"Var1_291","2"
"Var1_292","8"
"Var1_293","17"
"Var1_294","2"
"Var1_295","1"
"Var1_296","2"
"Var1_297","8"
"Var1_298","2"
"Var1_299","3"
"Var1_300","8"
"Var1_301","20"
"Var1_302","15"
"Var1_303","1"
"Var1_304","1"
"Var1_305","11"
"Var1_306","5"
"Var1_307","2"
"Var1_308","20"
"Var1_309","10"
"Var1_310","5"
"Var1_311","6"
"Var1_312","1"
"Var1_313","20"
"Var1_314","1"
"Var1_315","10"
"Var1_316","1"
"Var1_317","1"
"Var1_318","8"
"Var1_319","15"
"Var1_320","1"
"Var1_321","5"
"Var1_322","12"
"Var1_323","10"
"Var1_324","12"
"Var1_325","16"
"Var1_326","13"
"Var1_327","12"
"Var1_328","1"
"Var1_329","1"
"Var1_330","24"
"Var1_331","11"
"Var1_332","13"
"Var1_333","3"
"Var1_334","13"
"Var1_335","8"
"Var1_336","11"
"Var1_337","5"
"Var1_338","5"
"Var1_339","1"
"Var1_340","8"
"Var1_341","7"
"Var1_342","24"
"Var1_343","21"
"Var1_344","1"
"Var1_345","18"
"Var1_346","2"
"Var1_347","7"
"Var1_348","13"
"Var1_349","9"
"Var1_350","16"
"Var1_351","2"
"Var1_352","20"
"Var1_353","7"
"Var1_354","20"
"Var1_355","15"
"Var1_356","1"
"Var1_357","12"
"Var1_358","7"
"Var1_359","1"
"Var1_360","16"
"Var1_361","15"
"Var1_362","20"
"Var1_363","1"
"Var1_364","1"
"Var1_365","12"
"Var1_366","12"
"Var1_367","20"
"Var1_368","2"
"Var1_369","17"
"Var1_370","5"
"Var1_371","21"
"Var1_372","21"
"Var1_373","20"
"Var1_374","22"
"Var1_375","22"
"Var1_376","3"
"Var1_377","4"
"Var1_378","1"
"Var1_379","7"
"Var1_380","15"
"Var1_381","12"
"Var1_382","21"
"Var1_383","15"
"Var1_384","15"
"Var1_385","12"
"Var1_386","11"
"Var1_387","8"
"Var1_388","20"
"Var1_389","3"
"Var1_390","12"
"Var1_391","8"
"Var1_392","8"
"Var1_393","2"
"Var1_394","11"
"Var1_395","9"
"Var1_396","4"
"Var1_397","11"
"Var1_398","16"
"Var1_399","23"
"Var1_400","3"
"Var1_401","13"
"Var1_402","17"
"Var1_403","20"
"Var1_404","16"
"Var1_405","1"
"Var1_406","13"
"Var1_407","16"
"Var1_408","15"
"Var1_409","3"
"Var1_410","22"
"Var1_411","15"
"Var1_412","24"
"Var1_413","21"
"Var1_414","12"
"Var1_415","4"
"Var1_416","11"
"Var1_417","11"
"Var1_418","24"
"Var1_419","15"
"Var1_420","15"
"Var1_421","20"
"Var1_422","15"
"Var1_423","15"
"Var1_424","8"
"Var1_425","8"
"Var1_426","20"
"Var1_427","12"
"Var1_428","11"
"Var1_429","11"
"Var1_430","15"
"Var1_431","20"
"Var1_432","16"
"Var1_433","12"
"Var1_434","1"
"Var1_435","12"
"Var1_436","21"
"Var1_437","24"
"Var1_438","9"
"Var1_439","11"
"Var1_440","24"
"Var1_441","3"
"Var1_442","9"
"Var1_443","22"
"Var1_444","21"
"Var1_445","15"
"Var1_446","9"
"Var1_447","11"
"Var1_448","3"
"Var1_449","22"
"Var1_450","23"
"Var1_451","9"
"Var1_452","16"
"Var1_453","21"
"Var1_454","20"
"Var1_455","16"
"Var1_456","15"
"Var1_457","15"
"Var1_458","12"
"Var1_459","16"
"Var1_460","11"
"Var1_461","21"
"Var1_462","3"
"Var1_463","15"
"Var1_464","15"
"Var1_465","3"
"Var1_466","21"
"Var1_467","4"
"Var1_468","3"
"Var1_469","3"
"Var1_470","9"
"Var1_471","7"
"Var1_472","11"
"Var1_473","3"
"Var1_474","3"
"Var1_475","3"
"Var1_476","20"
"Var1_477","22"
"Var1_478","3"
"Var1_479","20"
"Var1_480","9"
"Var1_481","9"
"Var1_482","8"
"Var1_483","3"
"Var1_484","20"
"Var1_485","16"
"Var1_486","4"
"Var1_487","1"
"Var1_488","10"
"Var1_489","16"
"Var1_490","4"
"Var1_491","3"
"Var1_492","11"
"Var1_493","4"
"Var1_494","12"
"Var1_495","16"
"Var1_496","16"
"Var1_497","11"
"Var1_498","15"
"Var1_499","15"
"Var1_500","23"
"Var1_501","3"
"Var1_502","11"
"Var1_503","11"
"Var1_504","3"
"Var1_505","15"
"Var1_506","12"
"Var1_507","16"
"Var1_508","11"
"Var1_509","15"
"Var1_510","23"
"Var1_511","20"
"Var1_512","3"
"Var1_513","16"
"Var1_514","3"
"Var1_515","15"
"Var1_516","20"
"Var1_517","9"
"Var1_518","9"
"Var1_519","19"
"Var1_520","15"
"Var1_521","20"
"Var1_522","3"
"Var1_523","3"
"Var1_524","17"
"Var1_525","10"
"Var1_526","15"
"Var1_527","11"
"Var1_528","3"
"Var1_529","8"
"Var1_530","15"
"Var1_531","3"
"Var1_532","15"
"Var1_533","3"
"Var1_534","15"
"Var1_535","3"
"Var1_536","16"
"Var1_537","15"
"Var1_538","15"
"Var1_539","9"
"Var1_540","15"
"Var1_541","16"
"Var1_542","9"
"Var1_543","12"
"Var1_544","11"
"Var1_545","15"
"Var1_546","17"
"Var1_547","9"
"Var1_548","15"
"Var1_549","8"
"Var1_550","9"
"Var1_551","3"
"Var1_552","15"
"Var1_553","24"
"Var1_554","15"
"Var1_555","11"
"Var1_556","9"
"Var1_557","11"
"Var1_558","15"
"Var1_559","16"
"Var1_560","9"
"Var1_561","15"
"Var1_562","15"
"Var1_563","9"
"Var1_564","15"
"Var1_565","15"
"Var1_566","12"
"Var1_567","11"
"Var1_568","6"
"Var1_569","21"
"Var1_570","5"
"Var1_571","5"
"Var1_572","21"
"Var1_573","21"
"Var1_574","21"
"Var1_575","21"
"Var1_576","5"
"Var1_577","21"
"Var1_578","21"
"Var1_579","13"
"Var1_580","5"
"Var1_581","5"
"Var1_582","5"
"Var1_583","5"
"Var1_584","21"
"Var1_585","1"
"Var1_586","21"
"Var1_587","15"
"Var1_588","5"
"Var1_589","8"
"Var1_590","5"
"Var1_591","12"
"Var1_592","22"
"Var1_593","5"
"Var1_594","5"
"Var1_595","1"
"Var1_596","5"
"Var1_597","2"
"Var1_598","17"
"Var1_599","5"
"Var1_600","20"
"Var1_601","1"
"Var1_602","5"
"Var1_603","1"
"Var1_604","5"
"Var1_605","6"
"Var1_606","12"
"Var1_607","1"
"Var1_608","5"
"Var1_609","5"
"Var1_610","1"
"Var1_611","5"
"Var1_612","5"
"Var1_613","24"
"Var1_614","7"
"Var1_615","5"
"Var1_616","5"
"Var1_617","13"
"Var1_618","1"
"Var1_619","13"
"Var1_620","12"
"Var1_621","2"
"Var1_622","21"
"Var1_623","2"
"Var1_624","17"
"Var1_625","8"
"Var1_626","5"
"Var1_627","23"
"Var1_628","1"
"Var1_629","1"
"Var1_630","1"
"Var1_631","5"
"Var1_632","7"
"Var1_633","12"
"Var1_634","19"
"Var1_635","21"
"Var1_636","5"
"Var1_637","1"
"Var1_638","2"
"Var1_639","6"
"Var1_640","21"
"Var1_641","1"
"Var1_642","5"
"Var1_643","1"
"Var1_644","1"
"Var1_645","1"
"Var1_646","5"
"Var1_647","5"
"Var1_648","2"
"Var1_649","5"
"Var1_650","1"
"Var1_651","2"
"Var1_652","1"
"Var1_653","2"
"Var1_654","1"
"Var1_655","6"
"Var1_656","21"
"Var1_657","1"
"Var1_658","1"
"Var1_659","1"
"Var1_660","12"
