0,3
1,3
2,3
3,3
4,3
5,3
6,3
7,3
8,3
9,3
10,3
11,3
12,0
13,0
14,0
15,0
16,2
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,2
26,2
27,2
28,2
29,2
30,4
31,2
32,2
33,4
34,2
35,2
36,2
37,4
38,4
39,0
40,2
41,2
42,4
43,2
44,4
45,4
46,4
47,4
48,4
49,4
50,0
51,0
52,0
53,4
54,0
55,2
56,4
57,4
58,2
59,4
60,4
61,4
62,0
63,4
64,4
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,3
88,3
89,3
90,3
91,3
92,3
93,3
94,3
95,3
96,3
97,3
98,3
99,3
100,3
101,3
102,3
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,2
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
