"","sc3_9_clusters"
"Var1_1","4"
"Var1_2","4"
"Var1_3","4"
"Var1_4","4"
"Var1_5","4"
"Var1_6","4"
"Var1_7","4"
"Var1_8","4"
"Var1_9","4"
"Var1_10","4"
"Var1_11","4"
"Var1_12","4"
"Var1_13","6"
"Var1_14","6"
"Var1_15","6"
"Var1_16","6"
"Var1_17","6"
"Var1_18","6"
"Var1_19","6"
"Var1_20","6"
"Var1_21","6"
"Var1_22","6"
"Var1_23","6"
"Var1_24","6"
"Var1_25","6"
"Var1_26","6"
"Var1_27","6"
"Var1_28","6"
"Var1_29","6"
"Var1_30","6"
"Var1_31","6"
"Var1_32","6"
"Var1_33","6"
"Var1_34","6"
"Var1_35","5"
"Var1_36","5"
"Var1_37","5"
"Var1_38","5"
"Var1_39","5"
"Var1_40","5"
"Var1_41","5"
"Var1_42","5"
"Var1_43","5"
"Var1_44","5"
"Var1_45","5"
"Var1_46","5"
"Var1_47","5"
"Var1_48","5"
"Var1_49","1"
"Var1_50","1"
"Var1_51","1"
"Var1_52","1"
"Var1_53","1"
"Var1_54","1"
"Var1_55","1"
"Var1_56","1"
"Var1_57","1"
"Var1_58","1"
"Var1_59","1"
"Var1_60","1"
"Var1_61","1"
"Var1_62","1"
"Var1_63","1"
"Var1_64","1"
"Var1_65","1"
"Var1_66","1"
"Var1_67","1"
"Var1_68","1"
"Var1_69","1"
"Var1_70","1"
"Var1_71","1"
"Var1_72","1"
"Var1_73","1"
"Var1_74","1"
"Var1_75","1"
"Var1_76","1"
"Var1_77","3"
"Var1_78","3"
"Var1_79","3"
"Var1_80","3"
"Var1_81","3"
"Var1_82","3"
"Var1_83","3"
"Var1_84","3"
"Var1_85","3"
"Var1_86","1"
"Var1_87","1"
"Var1_88","1"
"Var1_89","1"
"Var1_90","1"
"Var1_91","1"
"Var1_92","1"
"Var1_93","1"
"Var1_94","1"
"Var1_95","1"
"Var1_96","1"
"Var1_97","1"
"Var1_98","1"
"Var1_99","1"
"Var1_100","1"
"Var1_101","1"
"Var1_102","1"
"Var1_103","4"
"Var1_104","1"
"Var1_105","1"
"Var1_106","1"
"Var1_107","1"
"Var1_108","1"
"Var1_109","1"
"Var1_110","1"
"Var1_111","1"
"Var1_112","1"
"Var1_113","1"
"Var1_114","1"
"Var1_115","1"
"Var1_116","1"
"Var1_117","1"
"Var1_118","1"
"Var1_119","1"
"Var1_120","1"
"Var1_121","1"
"Var1_122","1"
"Var1_123","1"
"Var1_124","1"
"Var1_125","1"
"Var1_126","1"
"Var1_127","1"
"Var1_128","1"
"Var1_129","1"
"Var1_130","1"
"Var1_131","1"
"Var1_132","1"
"Var1_133","1"
"Var1_134","1"
"Var1_135","1"
"Var1_136","7"
"Var1_137","8"
"Var1_138","7"
"Var1_139","7"
"Var1_140","8"
"Var1_141","8"
"Var1_142","8"
"Var1_143","7"
"Var1_144","8"
"Var1_145","7"
"Var1_146","7"
"Var1_147","7"
"Var1_148","8"
"Var1_149","7"
"Var1_150","7"
"Var1_151","8"
"Var1_152","8"
"Var1_153","7"
"Var1_154","7"
"Var1_155","7"
"Var1_156","8"
"Var1_157","8"
"Var1_158","8"
"Var1_159","8"
"Var1_160","8"
"Var1_161","8"
"Var1_162","8"
"Var1_163","7"
"Var1_164","8"
"Var1_165","8"
"Var1_166","7"
"Var1_167","8"
"Var1_168","7"
"Var1_169","8"
"Var1_170","8"
"Var1_171","8"
"Var1_172","7"
"Var1_173","7"
"Var1_174","7"
"Var1_175","7"
"Var1_176","8"
"Var1_177","8"
"Var1_178","7"
"Var1_179","9"
"Var1_180","7"
"Var1_181","7"
"Var1_182","9"
"Var1_183","9"
"Var1_184","7"
"Var1_185","7"
"Var1_186","7"
"Var1_187","9"
"Var1_188","7"
"Var1_189","9"
"Var1_190","9"
"Var1_191","9"
"Var1_192","7"
"Var1_193","9"
"Var1_194","9"
"Var1_195","7"
"Var1_196","9"
"Var1_197","9"
"Var1_198","9"
"Var1_199","9"
"Var1_200","9"
"Var1_201","9"
"Var1_202","9"
"Var1_203","7"
"Var1_204","7"
"Var1_205","9"
"Var1_206","9"
"Var1_207","9"
"Var1_208","9"
"Var1_209","7"
"Var1_210","9"
"Var1_211","9"
"Var1_212","9"
"Var1_213","9"
"Var1_214","9"
"Var1_215","7"
"Var1_216","9"
"Var1_217","7"
"Var1_218","7"
"Var1_219","9"
"Var1_220","9"
"Var1_221","7"
"Var1_222","7"
"Var1_223","9"
"Var1_224","7"
"Var1_225","9"
"Var1_226","7"
"Var1_227","9"
"Var1_228","9"
"Var1_229","7"
"Var1_230","7"
"Var1_231","7"
"Var1_232","7"
"Var1_233","7"
"Var1_234","7"
"Var1_235","7"
"Var1_236","7"
"Var1_237","7"
"Var1_238","7"
"Var1_239","2"
"Var1_240","9"
"Var1_241","2"
"Var1_242","2"
"Var1_243","2"
"Var1_244","2"
"Var1_245","2"
"Var1_246","2"
"Var1_247","2"
"Var1_248","2"
"Var1_249","9"
"Var1_250","2"
"Var1_251","9"
"Var1_252","2"
"Var1_253","2"
"Var1_254","2"
"Var1_255","2"
"Var1_256","2"
"Var1_257","2"
"Var1_258","2"
"Var1_259","2"
"Var1_260","2"
"Var1_261","2"
"Var1_262","2"
"Var1_263","2"
"Var1_264","2"
"Var1_265","2"
"Var1_266","2"
"Var1_267","2"
"Var1_268","2"
