"","sc3_24_clusters"
"Var1_1","17"
"Var1_2","17"
"Var1_3","17"
"Var1_4","17"
"Var1_5","17"
"Var1_6","17"
"Var1_7","11"
"Var1_8","17"
"Var1_9","17"
"Var1_10","17"
"Var1_11","17"
"Var1_12","17"
"Var1_13","7"
"Var1_14","7"
"Var1_15","21"
"Var1_16","19"
"Var1_17","5"
"Var1_18","17"
"Var1_19","20"
"Var1_20","1"
"Var1_21","1"
"Var1_22","10"
"Var1_23","20"
"Var1_24","2"
"Var1_25","7"
"Var1_26","8"
"Var1_27","1"
"Var1_28","17"
"Var1_29","17"
"Var1_30","1"
"Var1_31","7"
"Var1_32","7"
"Var1_33","7"
"Var1_34","7"
"Var1_35","1"
"Var1_36","17"
"Var1_37","1"
"Var1_38","5"
"Var1_39","11"
"Var1_40","7"
"Var1_41","19"
"Var1_42","1"
"Var1_43","7"
"Var1_44","19"
"Var1_45","19"
"Var1_46","19"
"Var1_47","17"
"Var1_48","19"
"Var1_49","7"
"Var1_50","2"
"Var1_51","7"
"Var1_52","1"
"Var1_53","17"
"Var1_54","1"
"Var1_55","11"
"Var1_56","19"
"Var1_57","2"
"Var1_58","1"
"Var1_59","11"
"Var1_60","21"
"Var1_61","20"
"Var1_62","8"
"Var1_63","21"
"Var1_64","20"
"Var1_65","4"
"Var1_66","17"
"Var1_67","10"
"Var1_68","1"
"Var1_69","7"
"Var1_70","10"
"Var1_71","24"
"Var1_72","21"
"Var1_73","11"
"Var1_74","7"
"Var1_75","1"
"Var1_76","1"
"Var1_77","7"
"Var1_78","11"
"Var1_79","2"
"Var1_80","1"
"Var1_81","6"
"Var1_82","11"
"Var1_83","2"
"Var1_84","17"
"Var1_85","19"
"Var1_86","7"
"Var1_87","7"
"Var1_88","1"
"Var1_89","21"
"Var1_90","1"
"Var1_91","2"
"Var1_92","6"
"Var1_93","1"
"Var1_94","11"
"Var1_95","1"
"Var1_96","21"
"Var1_97","1"
"Var1_98","7"
"Var1_99","7"
"Var1_100","2"
"Var1_101","7"
"Var1_102","10"
"Var1_103","8"
"Var1_104","7"
"Var1_105","2"
"Var1_106","1"
"Var1_107","24"
"Var1_108","5"
"Var1_109","17"
"Var1_110","7"
"Var1_111","1"
"Var1_112","21"
"Var1_113","7"
"Var1_114","1"
"Var1_115","6"
"Var1_116","1"
"Var1_117","7"
"Var1_118","1"
"Var1_119","7"
"Var1_120","1"
"Var1_121","1"
"Var1_122","11"
"Var1_123","7"
"Var1_124","2"
"Var1_125","6"
"Var1_126","2"
"Var1_127","10"
"Var1_128","2"
"Var1_129","7"
"Var1_130","1"
"Var1_131","8"
"Var1_132","10"
"Var1_133","1"
"Var1_134","17"
"Var1_135","10"
"Var1_136","2"
"Var1_137","1"
"Var1_138","8"
"Var1_139","1"
"Var1_140","7"
"Var1_141","21"
"Var1_142","1"
"Var1_143","1"
"Var1_144","11"
"Var1_145","1"
"Var1_146","7"
"Var1_147","4"
"Var1_148","20"
"Var1_149","20"
"Var1_150","11"
"Var1_151","11"
"Var1_152","1"
"Var1_153","1"
"Var1_154","7"
"Var1_155","1"
"Var1_156","19"
"Var1_157","2"
"Var1_158","11"
"Var1_159","8"
"Var1_160","5"
"Var1_161","8"
"Var1_162","1"
"Var1_163","18"
"Var1_164","1"
"Var1_165","1"
"Var1_166","11"
"Var1_167","21"
"Var1_168","1"
"Var1_169","2"
"Var1_170","11"
"Var1_171","17"
"Var1_172","21"
"Var1_173","17"
"Var1_174","2"
"Var1_175","1"
"Var1_176","1"
"Var1_177","17"
"Var1_178","7"
"Var1_179","1"
"Var1_180","7"
"Var1_181","1"
"Var1_182","17"
"Var1_183","8"
"Var1_184","1"
"Var1_185","10"
"Var1_186","1"
"Var1_187","8"
"Var1_188","15"
"Var1_189","6"
"Var1_190","1"
"Var1_191","8"
"Var1_192","7"
"Var1_193","1"
"Var1_194","1"
"Var1_195","7"
"Var1_196","1"
"Var1_197","18"
"Var1_198","10"
"Var1_199","2"
"Var1_200","2"
"Var1_201","7"
"Var1_202","10"
"Var1_203","20"
"Var1_204","2"
"Var1_205","10"
"Var1_206","2"
"Var1_207","20"
"Var1_208","8"
"Var1_209","20"
"Var1_210","2"
"Var1_211","2"
"Var1_212","8"
"Var1_213","1"
"Var1_214","3"
"Var1_215","19"
"Var1_216","20"
"Var1_217","23"
"Var1_218","16"
"Var1_219","19"
"Var1_220","1"
"Var1_221","7"
"Var1_222","18"
"Var1_223","2"
"Var1_224","11"
"Var1_225","2"
"Var1_226","8"
"Var1_227","2"
"Var1_228","1"
"Var1_229","7"
"Var1_230","20"
"Var1_231","11"
"Var1_232","7"
"Var1_233","7"
"Var1_234","11"
"Var1_235","7"
"Var1_236","11"
"Var1_237","19"
"Var1_238","11"
"Var1_239","1"
"Var1_240","7"
"Var1_241","2"
"Var1_242","16"
"Var1_243","1"
"Var1_244","17"
"Var1_245","8"
"Var1_246","7"
"Var1_247","2"
"Var1_248","8"
"Var1_249","1"
"Var1_250","15"
"Var1_251","7"
"Var1_252","12"
"Var1_253","1"
"Var1_254","3"
"Var1_255","7"
"Var1_256","18"
"Var1_257","10"
"Var1_258","2"
"Var1_259","2"
"Var1_260","11"
"Var1_261","20"
"Var1_262","7"
"Var1_263","8"
"Var1_264","1"
"Var1_265","18"
"Var1_266","1"
"Var1_267","2"
"Var1_268","2"
"Var1_269","16"
"Var1_270","10"
"Var1_271","7"
"Var1_272","8"
"Var1_273","18"
"Var1_274","10"
"Var1_275","12"
"Var1_276","2"
"Var1_277","18"
"Var1_278","20"
"Var1_279","8"
"Var1_280","10"
"Var1_281","7"
"Var1_282","1"
"Var1_283","2"
"Var1_284","20"
"Var1_285","8"
"Var1_286","11"
"Var1_287","7"
"Var1_288","23"
"Var1_289","15"
"Var1_290","2"
"Var1_291","2"
"Var1_292","11"
"Var1_293","21"
"Var1_294","2"
"Var1_295","1"
"Var1_296","2"
"Var1_297","11"
"Var1_298","2"
"Var1_299","2"
"Var1_300","11"
"Var1_301","18"
"Var1_302","15"
"Var1_303","1"
"Var1_304","1"
"Var1_305","24"
"Var1_306","7"
"Var1_307","2"
"Var1_308","18"
"Var1_309","12"
"Var1_310","7"
"Var1_311","5"
"Var1_312","1"
"Var1_313","18"
"Var1_314","6"
"Var1_315","12"
"Var1_316","2"
"Var1_317","1"
"Var1_318","11"
"Var1_319","15"
"Var1_320","1"
"Var1_321","7"
"Var1_322","8"
"Var1_323","12"
"Var1_324","8"
"Var1_325","16"
"Var1_326","10"
"Var1_327","8"
"Var1_328","1"
"Var1_329","1"
"Var1_330","23"
"Var1_331","24"
"Var1_332","10"
"Var1_333","2"
"Var1_334","10"
"Var1_335","11"
"Var1_336","24"
"Var1_337","7"
"Var1_338","7"
"Var1_339","2"
"Var1_340","11"
"Var1_341","3"
"Var1_342","23"
"Var1_343","17"
"Var1_344","2"
"Var1_345","10"
"Var1_346","2"
"Var1_347","3"
"Var1_348","10"
"Var1_349","14"
"Var1_350","16"
"Var1_351","2"
"Var1_352","18"
"Var1_353","3"
"Var1_354","18"
"Var1_355","15"
"Var1_356","1"
"Var1_357","8"
"Var1_358","4"
"Var1_359","1"
"Var1_360","16"
"Var1_361","15"
"Var1_362","18"
"Var1_363","2"
"Var1_364","1"
"Var1_365","8"
"Var1_366","8"
"Var1_367","18"
"Var1_368","2"
"Var1_369","21"
"Var1_370","7"
"Var1_371","17"
"Var1_372","17"
"Var1_373","18"
"Var1_374","20"
"Var1_375","20"
"Var1_376","3"
"Var1_377","12"
"Var1_378","2"
"Var1_379","3"
"Var1_380","15"
"Var1_381","8"
"Var1_382","17"
"Var1_383","15"
"Var1_384","15"
"Var1_385","8"
"Var1_386","24"
"Var1_387","11"
"Var1_388","18"
"Var1_389","3"
"Var1_390","8"
"Var1_391","11"
"Var1_392","11"
"Var1_393","2"
"Var1_394","24"
"Var1_395","14"
"Var1_396","12"
"Var1_397","24"
"Var1_398","16"
"Var1_399","19"
"Var1_400","3"
"Var1_401","10"
"Var1_402","21"
"Var1_403","18"
"Var1_404","16"
"Var1_405","1"
"Var1_406","10"
"Var1_407","16"
"Var1_408","15"
"Var1_409","3"
"Var1_410","20"
"Var1_411","15"
"Var1_412","23"
"Var1_413","17"
"Var1_414","8"
"Var1_415","12"
"Var1_416","12"
"Var1_417","24"
"Var1_418","22"
"Var1_419","15"
"Var1_420","15"
"Var1_421","18"
"Var1_422","15"
"Var1_423","15"
"Var1_424","11"
"Var1_425","11"
"Var1_426","18"
"Var1_427","8"
"Var1_428","24"
"Var1_429","24"
"Var1_430","15"
"Var1_431","18"
"Var1_432","16"
"Var1_433","8"
"Var1_434","1"
"Var1_435","8"
"Var1_436","17"
"Var1_437","23"
"Var1_438","14"
"Var1_439","24"
"Var1_440","23"
"Var1_441","3"
"Var1_442","14"
"Var1_443","20"
"Var1_444","17"
"Var1_445","15"
"Var1_446","14"
"Var1_447","24"
"Var1_448","3"
"Var1_449","20"
"Var1_450","19"
"Var1_451","14"
"Var1_452","16"
"Var1_453","17"
"Var1_454","18"
"Var1_455","16"
"Var1_456","15"
"Var1_457","15"
"Var1_458","8"
"Var1_459","16"
"Var1_460","13"
"Var1_461","17"
"Var1_462","3"
"Var1_463","15"
"Var1_464","15"
"Var1_465","3"
"Var1_466","17"
"Var1_467","12"
"Var1_468","3"
"Var1_469","3"
"Var1_470","14"
"Var1_471","3"
"Var1_472","24"
"Var1_473","1"
"Var1_474","3"
"Var1_475","3"
"Var1_476","18"
"Var1_477","20"
"Var1_478","3"
"Var1_479","18"
"Var1_480","14"
"Var1_481","14"
"Var1_482","11"
"Var1_483","3"
"Var1_484","18"
"Var1_485","16"
"Var1_486","12"
"Var1_487","1"
"Var1_488","12"
"Var1_489","16"
