"","sc3_8_clusters"
"NF","3"
"NF.1","4"
"NF.2","3"
"NF.3","3"
"NF.4","4"
"NF.5","4"
"NF.6","4"
"NF.7","4"
"NF.8","4"
"NF.9","3"
"NF.10","4"
"NF.11","3"
"NF.12","3"
"NF.13","3"
"NF.14","4"
"NF.15","4"
"NF.16","4"
"NF.17","4"
"NF.18","4"
"NF.19","4"
"NF.20","4"
"NF.21","4"
"NF.22","4"
"NF.23","4"
"NF.24","4"
"NF.25","3"
"NF.26","3"
"NF.27","3"
"NF.28","4"
"NF.29","4"
"NF.30","4"
"NF.31","4"
"NF.32","4"
"NF.33","4"
"NF.34","3"
"NF.35","4"
"NF.36","3"
"NF.37","3"
"NF.38","4"
"NF.39","4"
"NF.40","4"
"NF.41","3"
"NF.42","4"
"NF.43","4"
"NF.44","4"
"NF.45","4"
"NF.46","4"
"NF.47","4"
"NF.48","4"
"NF.49","4"
"NF.50","3"
"NF.51","4"
"NF.52","4"
"NF.53","4"
"NF.54","3"
"NF.55","3"
"NF.56","3"
"NF.57","3"
"NF.58","4"
"NF.59","3"
"NF.60","3"
"NF.61","4"
"NF.62","3"
"NF.63","3"
"NF.64","3"
"NF.65","3"
"NF.66","4"
"NF.67","4"
"NF.68","4"
"NF.69","3"
"NF.70","3"
"NF.71","3"
"NF.72","4"
"NF.73","4"
"NF.74","4"
"NF.75","3"
"NF.76","4"
"NF.77","3"
"NF.78","4"
"NF.79","4"
"NF.80","4"
"NF.81","3"
"NF.82","4"
"NF.83","3"
"NF.84","3"
"NF.85","4"
"NF.86","4"
"NF.87","4"
"NF.88","4"
"NF.89","4"
"NF.90","3"
"NF.91","4"
"NF.92","3"
"NF.93","3"
"NF.94","3"
"NF.95","3"
"NF.96","4"
"NF.97","3"
"NF.98","3"
"NF.99","4"
"NF.100","4"
"NF.101","4"
"NF.102","4"
"NF.103","4"
"NF.104","3"
"NF.105","4"
"NF.106","8"
"NF.107","4"
"NF.108","4"
"NF.109","4"
"NF.110","4"
"NF.111","4"
"NF.112","4"
"NF.113","4"
"NF.114","4"
"NF.115","4"
"NF.116","4"
"NF.117","3"
"NF.118","4"
"NF.119","3"
"NF.120","4"
"NF.121","3"
"NF.122","4"
"NF.123","4"
"NF.124","4"
"NF.125","3"
"NF.126","4"
"NF.127","4"
"NF.128","3"
"NF.129","3"
"NF.130","4"
"NF.131","4"
"NF.132","3"
"NF.133","4"
"NF.134","3"
"NF.135","4"
"NF.136","4"
"NF.137","4"
"NF.138","4"
"NP","2"
"NP.1","2"
"NP.2","2"
"NP.3","2"
"NP.4","2"
"NP.5","2"
"NP.6","6"
"NP.7","2"
"NP.8","2"
"NP.9","6"
"NP.10","2"
"NP.11","5"
"NP.12","2"
"NP.13","2"
"NP.14","2"
"NP.15","6"
"NP.16","2"
"NP.17","2"
"NP.18","2"
"NP.19","2"
"NP.20","2"
"NP.21","6"
"NP.22","6"
