"","sc3_8_clusters"
"NF","7"
"NF.1","8"
"NF.2","7"
"NF.3","7"
"NF.4","8"
"NF.5","8"
"NF.6","8"
"NF.7","8"
"NF.8","8"
"NF.9","7"
"NF.10","8"
"NF.11","7"
"NF.12","7"
"NF.13","7"
"NF.14","8"
"NF.15","8"
"NF.16","8"
"NF.17","8"
"NF.18","8"
"NF.19","8"
"NF.20","8"
"NF.21","8"
"NF.22","8"
"NF.23","8"
"NF.24","8"
"NF.25","7"
"NF.26","7"
"NF.27","7"
"NF.28","8"
"NF.29","8"
"NF.30","8"
"NF.31","8"
"NF.32","8"
"NF.33","8"
"NF.34","7"
"NF.35","8"
"NF.36","7"
"NF.37","7"
"NF.38","8"
"NF.39","8"
"NF.40","8"
"NF.41","7"
"NF.42","8"
"NF.43","8"
"NF.44","8"
"NF.45","8"
"NF.46","8"
"NF.47","8"
"NF.48","8"
"NF.49","8"
"NF.50","7"
"NF.51","8"
"NF.52","8"
"NF.53","8"
"NF.54","7"
"NF.55","7"
"NF.56","7"
"NF.57","7"
"NF.58","8"
"NF.59","7"
"NF.60","7"
"NF.61","8"
"NF.62","7"
"NF.63","7"
"NF.64","7"
"NF.65","7"
"NF.66","8"
"NF.67","8"
"NF.68","8"
"NF.69","7"
"NF.70","7"
"NF.71","7"
"NF.72","8"
"NF.73","8"
"NF.74","8"
"NF.75","7"
"NF.76","8"
"NF.77","7"
"NF.78","8"
"NF.79","8"
"NF.80","8"
"NF.81","7"
"NF.82","8"
"NF.83","7"
"NF.84","7"
"NF.85","8"
"NF.86","8"
"NF.87","8"
"NF.88","8"
"NF.89","8"
"NF.90","7"
"NF.91","8"
"NF.92","7"
"NF.93","7"
"NF.94","7"
"NF.95","7"
"NF.96","8"
"NF.97","7"
"NF.98","7"
"NF.99","8"
"NF.100","8"
"NF.101","8"
"NF.102","8"
"NF.103","8"
"NF.104","7"
"NF.105","8"
"NF.106","3"
"NF.107","8"
"NF.108","8"
"NF.109","8"
"NF.110","8"
"NF.111","8"
"NF.112","8"
"NF.113","8"
"NF.114","8"
"NF.115","8"
"NF.116","8"
"NF.117","7"
"NF.118","8"
"NF.119","7"
"NF.120","8"
"NF.121","7"
"NF.122","8"
"NF.123","8"
"NF.124","8"
"NF.125","7"
"NF.126","8"
"NF.127","8"
"NF.128","7"
"NF.129","7"
"NF.130","8"
"NF.131","8"
"NF.132","7"
"NF.133","8"
"NF.134","7"
"NF.135","8"
"NF.136","8"
"NF.137","8"
"NF.138","8"
"NP","4"
"NP.1","4"
"NP.2","4"
"NP.3","4"
"NP.4","4"
"NP.5","4"
"NP.6","6"
"NP.7","4"
"NP.8","4"
"NP.9","6"
"NP.10","4"
"NP.11","6"
"NP.12","4"
"NP.13","4"
"NP.14","4"
"NP.15","6"
"NP.16","4"
"NP.17","4"
"NP.18","4"
"NP.19","4"
"NP.20","4"
"NP.21","6"
"NP.22","6"
"NP.23","4"
"NP.24","5"
"NP.25","6"
"NP.26","4"
"NP.27","4"
"NP.28","4"
"NP.29","6"
"NP.30","4"
"NP.31","4"
"NP.32","4"
"NP.33","6"
"NP.34","4"
"NP.35","4"
"NP.36","4"
"NP.37","4"
"NP.38","4"
"NP.39","4"
"NP.40","6"
"NP.41","6"
"NP.42","4"
"NP.43","6"
"NP.44","4"
"NP.45","4"
"NP.46","4"
"NP.47","4"
"NP.48","4"
"NP.49","6"
"NP.50","5"
"NP.51","4"
"NP.52","4"
"NP.53","4"
"NP.54","5"
"NP.55","4"
"NP.56","4"
"NP.57","2"
"NP.58","4"
"NP.59","4"
"NP.60","4"
"NP.61","4"
"NP.62","4"
"NP.63","6"
"NP.64","4"
"NP.65","4"
"NP.66","4"
"NP.67","6"
"NP.68","4"
"NP.69","4"
"NP.70","4"
"NP.71","4"
"NP.72","4"
"NP.73","4"
"NP.74","4"
"NP.75","6"
"NP.76","6"
"NP.77","4"
"NP.78","4"
"NP.79","4"
"NP.80","6"
"NP.81","4"
"NP.82","4"
"NP.83","4"
"NP.84","4"
"NP.85","4"
"NP.86","6"
"NP.87","4"
"NP.88","4"
"NP.89","4"
"NP.90","6"
"NP.91","6"
"NP.92","6"
"NP.93","4"
"NP.94","6"
"NP.95","6"
"NP.96","4"
"NP.97","4"
"NP.98","4"
"NP.99","4"
"NP.100","4"
"NP.101","4"
"NP.102","4"
"NP.103","6"
"NP.104","4"
"NP.105","4"
"NP.106","6"
"NP.107","6"
"NP.108","4"
