"","sc3_11_clusters"
"Var1_1","8"
"Var1_2","4"
"Var1_3","8"
"Var1_4","8"
"Var1_5","4"
"Var1_6","4"
"Var1_7","4"
"Var1_8","4"
"Var1_9","4"
"Var1_10","8"
"Var1_11","4"
"Var1_12","8"
"Var1_13","8"
"Var1_14","8"
"Var1_15","4"
"Var1_16","4"
"Var1_17","4"
"Var1_18","4"
"Var1_19","4"
"Var1_20","4"
"Var1_21","4"
"Var1_22","4"
"Var1_23","4"
"Var1_24","4"
"Var1_25","4"
"Var1_26","8"
"Var1_27","8"
"Var1_28","8"
"Var1_29","4"
"Var1_30","4"
"Var1_31","4"
"Var1_32","4"
"Var1_33","4"
"Var1_34","4"
"Var1_35","8"
"Var1_36","4"
"Var1_37","8"
"Var1_38","8"
"Var1_39","4"
"Var1_40","4"
"Var1_41","4"
"Var1_42","8"
"Var1_43","4"
"Var1_44","4"
"Var1_45","4"
"Var1_46","4"
"Var1_47","4"
"Var1_48","4"
"Var1_49","4"
"Var1_50","4"
"Var1_51","8"
"Var1_52","4"
"Var1_53","4"
"Var1_54","4"
"Var1_55","8"
"Var1_56","8"
"Var1_57","8"
"Var1_58","8"
"Var1_59","4"
"Var1_60","8"
"Var1_61","8"
"Var1_62","4"
"Var1_63","8"
"Var1_64","8"
"Var1_65","8"
"Var1_66","8"
"Var1_67","4"
"Var1_68","4"
"Var1_69","4"
"Var1_70","8"
"Var1_71","8"
"Var1_72","8"
"Var1_73","4"
"Var1_74","4"
"Var1_75","4"
"Var1_76","8"
"Var1_77","4"
"Var1_78","8"
"Var1_79","4"
"Var1_80","4"
"Var1_81","4"
"Var1_82","8"
"Var1_83","4"
"Var1_84","8"
"Var1_85","8"
"Var1_86","4"
"Var1_87","4"
"Var1_88","4"
"Var1_89","4"
"Var1_90","4"
"Var1_91","8"
"Var1_92","4"
"Var1_93","8"
"Var1_94","8"
"Var1_95","8"
"Var1_96","8"
"Var1_97","4"
"Var1_98","8"
"Var1_99","8"
"Var1_100","4"
"Var1_101","4"
"Var1_102","4"
"Var1_103","4"
"Var1_104","4"
"Var1_105","8"
"Var1_106","4"
"Var1_107","6"
"Var1_108","4"
"Var1_109","4"
"Var1_110","4"
"Var1_111","4"
"Var1_112","4"
"Var1_113","4"
"Var1_114","4"
"Var1_115","4"
"Var1_116","4"
"Var1_117","4"
"Var1_118","8"
"Var1_119","4"
"Var1_120","8"
"Var1_121","4"
