"","sc3_22_clusters"
"d0",14
"d0.1",14
"d0.2",14
"d0.3",6
"d0.4",17
"d0.5",6
"d0.6",6
"d0.7",6
"d0.8",17
"d0.9",9
"d0.10",14
"d0.11",17
"d0.12",17
"d0.13",14
"d0.14",6
"d0.15",17
"d0.16",14
"d0.17",15
"d0.18",14
"d0.19",14
"d0.20",14
"d0.21",14
"d0.22",14
"d0.23",14
"d0.24",6
"d0.25",14
"d0.26",14
"d0.27",14
"d0.28",14
"d0.29",9
"d0.30",6
"d0.31",6
"d0.32",17
"d0.33",6
"d0.34",17
"d0.35",14
"d0.36",17
"d0.37",6
"d0.38",9
"d0.39",6
"d0.40",17
"d0.41",9
"d0.42",9
"d0.43",14
"d0.44",6
"d0.45",14
"d0.46",14
"d0.47",6
"d0.48",14
"d0.49",14
"d0.50",14
"d0.51",14
"d0.52",14
"d0.53",14
"d0.54",17
"d0.55",14
"d0.56",14
"d0.57",14
"d0.58",6
"d0.59",14
"d0.60",6
"d0.61",14
"d0.62",6
"d0.63",14
"d0.64",14
"d0.65",6
"d0.66",14
"d0.67",14
"d0.68",14
"d0.69",6
"d0.70",6
"d0.71",17
"d0.72",14
"d0.73",6
"d0.74",6
"d0.75",14
"d0.76",14
"d0.77",6
"d0.78",14
"d0.79",14
"d0.80",14
"d0.81",17
"d0.82",14
"d0.83",14
"d0.84",14
"d0.85",14
"d0.86",6
"d0.87",6
"d0.88",17
"d0.89",14
"d0.90",14
"d0.91",17
"d0.92",6
"d0.93",14
"d0.94",6
"d0.95",14
"d0.96",14
"d0.97",17
"d0.98",6
"d0.99",15
"d0.100",6
"d0.101",17
"d0.102",14
"d0.103",9
"d0.104",14
"d0.105",6
"d0.106",6
"d0.107",14
"d0.108",14
"d0.109",14
"d0.110",17
"d0.111",9
"d0.112",9
"d0.113",6
"d0.114",14
"d0.115",9
"d0.116",14
"d0.117",14
"d0.118",14
"d0.119",6
"d0.120",17
"d0.121",17
"d0.122",9
"d0.123",17
"d0.124",6
"d0.125",14
"d0.126",17
"d0.127",6
"d0.128",6
"d0.129",17
"d0.130",14
"d0.131",14
"d0.132",6
"d0.133",17
"d0.134",6
"d0.135",9
"d0.136",14
"d0.137",14
"d0.138",14
"d0.139",14
"d0.140",6
"d0.141",6
"d0.142",14
"d0.143",14
"d0.144",17
"d0.145",14
"d0.146",9
"d0.147",6
"d0.148",14
"d0.149",15
"d0.150",6
"d0.151",6
"d0.152",14
"d0.153",6
"d0.154",14
"d0.155",6
"d0.156",9
"d0.157",6
"d0.158",17
"d0.159",17
"d0.160",14
"d0.161",6
"d0.162",6
"d0.163",14
"d0.164",17
"d0.165",17
"d0.166",9
"d0.167",14
"d0.168",9
"d0.169",14
"d0.170",14
"d0.171",6
"d0.172",17
"d0.173",14
"d0.174",6
"d0.175",6
"d0.176",14
"d0.177",17
"d0.178",14
"d0.179",6
"d0.180",14
"d0.181",16
"d0.182",17
"d0.183",17
"d0.184",14
"d0.185",14
"d0.186",6
"d0.187",14
"d0.188",14
"d0.189",17
"d0.190",14
"d0.191",9
"d0.192",9
"d0.193",9
"d0.194",14
"d0.195",6
"d0.196",17
"d0.197",14
"d0.198",6
"d0.199",9
"d0.200",9
"d0.201",6
"d0.202",14
"d0.203",17
"d0.204",9
"d0.205",14
"d0.206",9
"d0.207",14
"d0.208",14
"d0.209",14
"d0.210",14
"d0.211",17
"d0.212",17
"d0.213",6
"d0.214",6
"d0.215",14
"d0.216",14
"d0.217",14
"d0.218",6
