"","sc3_22_clusters"
"d0",17
"d0.1",9
"d0.2",9
"d0.3",9
"d0.4",18
"d0.5",17
"d0.6",9
"d0.7",9
"d0.8",18
"d0.9",10
"d0.10",9
"d0.11",18
"d0.12",18
"d0.13",17
"d0.14",17
"d0.15",18
"d0.16",9
"d0.17",16
"d0.18",9
"d0.19",17
"d0.20",9
"d0.21",9
"d0.22",9
"d0.23",17
"d0.24",9
"d0.25",9
"d0.26",9
"d0.27",17
"d0.28",17
"d0.29",18
"d0.30",17
"d0.31",9
"d0.32",10
"d0.33",9
"d0.34",18
"d0.35",9
"d0.36",18
"d0.37",17
"d0.38",18
"d0.39",9
"d0.40",18
"d0.41",18
"d0.42",9
"d0.43",17
"d0.44",9
"d0.45",17
"d0.46",9
"d0.47",17
"d0.48",9
"d0.49",17
"d0.50",9
"d0.51",17
"d0.52",17
"d0.53",17
"d0.54",10
"d0.55",17
"d0.56",9
"d0.57",9
"d0.58",17
"d0.59",17
"d0.60",17
"d0.61",9
"d0.62",17
"d0.63",18
"d0.64",9
"d0.65",9
"d0.66",17
"d0.67",9
"d0.68",17
"d0.69",17
"d0.70",9
"d0.71",18
"d0.72",9
"d0.73",9
"d0.74",9
"d0.75",17
"d0.76",9
"d0.77",9
"d0.78",9
"d0.79",9
"d0.80",17
"d0.81",18
"d0.82",9
"d0.83",9
"d0.84",9
"d0.85",9
"d0.86",9
"d0.87",17
"d0.88",18
"d0.89",9
"d0.90",17
"d0.91",18
"d0.92",17
"d0.93",18
"d0.94",17
"d0.95",9
"d0.96",17
"d0.97",10
"d0.98",17
"d0.99",16
"d0.100",9
"d0.101",18
"d0.102",9
"d0.103",18
"d0.104",9
"d0.105",17
"d0.106",16
"d0.107",9
"d0.108",17
"d0.109",9
"d0.110",10
"d0.111",10
"d0.112",18
"d0.113",9
"d0.114",17
"d0.115",18
"d0.116",17
"d0.117",17
"d0.118",17
"d0.119",9
"d0.120",18
"d0.121",18
"d0.122",18
"d0.123",10
"d0.124",17
"d0.125",9
"d0.126",18
"d0.127",9
"d0.128",17
"d0.129",9
"d0.130",17
"d0.131",17
"d0.132",9
"d0.133",10
"d0.134",17
"d0.135",18
"d0.136",10
"d0.137",9
"d0.138",17
"d0.139",17
"d0.140",17
"d0.141",9
"d0.142",9
"d0.143",17
"d0.144",10
"d0.145",17
"d0.146",18
"d0.147",9
"d0.148",17
"d0.149",16
"d0.150",17
"d0.151",9
"d0.152",17
"d0.153",17
"d0.154",17
"d0.155",17
"d0.156",10
"d0.157",9
"d0.158",18
"d0.159",10
"d0.160",9
"d0.161",9
"d0.162",9
"d0.163",9
"d0.164",10
"d0.165",18
"d0.166",18
"d0.167",17
"d0.168",18
"d0.169",17
"d0.170",17
"d0.171",17
"d0.172",18
"d0.173",9
"d0.174",17
"d0.175",9
"d0.176",17
"d0.177",18
"d0.178",17
"d0.179",17
"d0.180",17
"d0.181",18
"d0.182",18
"d0.183",18
"d0.184",17
"d0.185",9
"d0.186",16
"d0.187",9
"d0.188",9
"d0.189",17
"d0.190",9
"d0.191",10
"d0.192",18
"d0.193",18
"d0.194",9
"d0.195",9
