"","sc3_22_clusters"
"d0",4
"d0.1",12
"d0.2",12
"d0.3",12
"d0.4",3
"d0.5",4
"d0.6",12
"d0.7",4
"d0.8",11
"d0.9",3
"d0.10",12
"d0.11",3
"d0.12",12
"d0.13",4
"d0.14",12
"d0.15",11
"d0.16",4
"d0.17",13
"d0.18",4
"d0.19",4
"d0.20",12
"d0.21",4
"d0.22",12
"d0.23",12
"d0.24",4
"d0.25",4
"d0.26",12
"d0.27",4
"d0.28",12
"d0.29",11
"d0.30",12
"d0.31",12
"d0.32",11
"d0.33",12
"d0.34",11
"d0.35",12
"d0.36",11
"d0.37",4
"d0.38",3
"d0.39",12
"d0.40",11
"d0.41",4
"d0.42",13
"d0.43",12
"d0.44",12
"d0.45",12
"d0.46",12
"d0.47",12
"d0.48",12
"d0.49",12
"d0.50",12
"d0.51",12
"d0.52",12
"d0.53",4
"d0.54",11
"d0.55",12
"d0.56",4
"d0.57",4
"d0.58",12
"d0.59",12
"d0.60",12
"d0.61",12
"d0.62",12
"d0.63",4
"d0.64",4
"d0.65",12
"d0.66",4
"d0.67",12
"d0.68",4
"d0.69",4
"d0.70",4
"d0.71",11
"d0.72",4
"d0.73",12
"d0.74",4
"d0.75",4
"d0.76",4
"d0.77",4
"d0.78",12
"d0.79",4
"d0.80",12
"d0.81",3
"d0.82",12
"d0.83",4
"d0.84",12
"d0.85",12
"d0.86",4
"d0.87",12
"d0.88",3
"d0.89",12
"d0.90",4
"d0.91",3
"d0.92",4
"d0.93",12
"d0.94",12
"d0.95",12
"d0.96",12
"d0.97",3
"d0.98",4
"d0.99",4
"d0.100",4
"d0.101",12
"d0.102",12
"d0.103",3
"d0.104",12
"d0.105",4
"d0.106",12
"d0.107",12
"d0.108",4
"d0.109",12
"d0.110",11
"d0.111",12
"d0.112",4
"d0.113",4
"d0.114",12
"d0.115",3
"d0.116",12
"d0.117",4
"d0.118",12
"d0.119",12
"d0.120",20
"d0.121",11
"d0.122",11
"d0.123",11
"d0.124",4
"d0.125",4
"d0.126",3
"d0.127",4
"d0.128",4
"d0.129",4
"d0.130",12
"d0.131",4
"d0.132",12
"d0.133",3
"d0.134",4
"d0.135",11
"d0.136",4
"d0.137",12
"d0.138",12
"d0.139",12
"d0.140",12
"d0.141",4
"d0.142",4
"d0.143",4
"d0.144",3
"d0.145",4
"d0.146",12
"d0.147",12
"d0.148",4
"d0.149",12
"d0.150",4
"d0.151",12
"d0.152",12
"d0.153",4
"d0.154",4
"d0.155",12
"d0.156",3
"d0.157",12
"d0.158",12
"d0.159",11
"d0.160",4
"d0.161",4
"d0.162",12
"d0.163",12
"d0.164",3
"d0.165",3
"d0.166",11
"d0.167",4
"d0.168",3
"d0.169",4
"d0.170",12
"d0.171",12
"d0.172",11
"d0.173",12
"d0.174",4
"d0.175",12
"d0.176",4
"d0.177",4
"d0.178",4
"d0.179",4
"d0.180",4
"d0.181",2
"d0.182",11
"d0.183",11
"d0.184",12
"d0.185",4
"d0.186",12
"d0.187",12
"d0.188",12
"d0.189",4
"d0.190",4
"d0.191",3
"d0.192",11
"d0.193",3
"d0.194",12
"d0.195",12
"d0.196",11
"d0.197",12
"d0.198",4
"d0.199",4
"d0.200",3
"d0.201",4
"d0.202",12
"d0.203",3
"d0.204",3
"d0.205",4
"d0.206",11
"d0.207",12
"d0.208",4
"d0.209",4
"d0.210",4
"d0.211",3
"d0.212",20
"d0.213",12
"d0.214",4
"d0.215",12
"d0.216",12
"d0.217",12
"d0.218",12
"d0.219",11
"d0.220",20
"d0.221",12
"d0.222",3
"d0.223",3
"d0.224",11
"d0.225",12
"d0.226",12
"d0.227",4
"d0.228",11
"d0.229",12
"d0.230",12
"d0.231",12
"d0.232",12
"d0.233",12
"d0.234",12
"d0.235",11
"d0.236",12
"d0.237",12
"d0.238",12
"d0.239",12
"d0.240",12
"d0.241",4
"d0.242",11
"d0.243",12
"d0.244",13
"d0.245",4
"d0.246",11
"d0.247",4
"d0.248",4
"d0.249",11
"d0.250",11
"d0.251",3
"d0.252",11
"d0.253",4
"d0.254",12
"d0.255",3
"d0.256",4
"d0.257",12
"d0.258",4
"d0.259",4
"d0.260",4
"d0.261",22
"d0.262",12
"d0.263",4
"d0.264",4
"d0.265",12
"d0.266",12
"d0.267",4
"d0.268",3
"d0.269",11
"d0.270",3
"d0.271",12
"d0.272",12
"d0.273",3
"d0.274",12
"d0.275",11
"d0.276",4
"d0.277",11
"d0.278",4
"d0.279",4
"d0.280",12
"d0.281",4
"d0.282",12
"d0.283",12
"d0.284",12
"d0.285",4
"d0.286",3
"d0.287",4
"d0.288",11
"d0.289",4
"d0.290",12
"d0.291",4
"d0.292",13
"d0.293",12
"d0.294",4
"d0.295",11
"d0.296",4
"d0.297",12
"d0.298",12
"d0.299",11
"d0.300",3
"d0.301",4
"d0.302",11
"d0.303",4
"d0.304",11
"d0.305",11
"d0.306",12
"d0.307",12
"d0.308",12
"d0.309",12
"d0.310",12
"d0.311",12
"d0.312",12
"d0.313",12
"d0.314",4
"d0.315",3
"d0.316",3
"d0.317",12
"d0.318",12
"d0.319",12
"d0.320",12
"d0.321",11
"d0.322",12
"d0.323",11
"d0.324",4
"d0.325",12
"d0.326",12
"d0.327",11
"d0.328",12
"d0.329",3
"d0.330",12
"d0.331",4
"d0.332",12
"d0.333",3
"d0.334",11
"d0.335",12
"d0.336",4
"d0.337",4
"d0.338",12
"d0.339",12
"d0.340",12
"d0.341",4
"d0.342",4
"d0.343",4
"d0.344",4
"d0.345",3
"d0.346",12
"d0.347",12
"d0.348",4
"d0.349",4
"d0.350",12
"d0.351",4
"d0.352",4
"d0.353",12
"d0.354",12
"d0.355",11
"d0.356",12
"d0.357",11
"d0.358",4
"d0.359",12
"d0.360",12
"d0.361",12
"d0.362",12
"d0.363",12
"d0.364",12
"d0.365",11
"d0.366",12
"d0.367",12
"d0.368",4
"d0.369",4
"d0.370",4
"d0.371",4
"d0.372",12
"d0.373",12
"d0.374",12
"d0.375",3
"d0.376",4
"d0.377",4
"d0.378",12
"d0.379",4
"d0.380",4
"d0.381",4
"d0.382",12
"d0.383",12
"d0.384",4
"d0.385",11
"d0.386",12
"d0.387",11
"d0.388",12
"d0.389",12
"d0.390",3
"d0.391",11
"d0.392",3
"d0.393",12
"d0.394",4
"d0.395",3
"d0.396",4
"d0.397",4
"d0.398",11
"d0.399",13
"d0.400",4
"d0.401",4
"d0.402",4
"d0.403",4
"d0.404",4
"d0.405",11
"d0.406",4
"d0.407",4
"d0.408",12
"d0.409",4
"d0.410",4
"d0.411",4
"d0.412",11
"d0.413",12
"d0.414",3
"d0.415",11
"d0.416",4
"d0.417",12
"d0.418",4
"d0.419",12
"d0.420",4
"d0.421",4
"d0.422",4
"d0.423",4
"d0.424",4
"d0.425",12
"d0.426",12
"d0.427",11
"d0.428",12
"d0.429",12
"d0.430",12
"d0.431",12
"d0.432",12
"d0.433",12
"d0.434",11
"d0.435",3
"d0.436",4
"d0.437",4
"d0.438",4
"d0.439",3
"d0.440",4
"d0.441",4
"d0.442",3
"d0.443",12
"d0.444",4
"d0.445",12
"d0.446",4
"d0.447",12
"d0.448",12
"d0.449",11
"d0.450",4
"d0.451",11
"d0.452",12
"d0.453",12
"d0.454",11
"d0.455",4
"d0.456",4
"d0.457",11
"d0.458",12
"d0.459",12
"d0.460",12
"d0.461",3
"d0.462",4
"d0.463",12
"d0.464",3
"d0.465",12
"d0.466",4
"d0.467",12
"d0.468",12
"d0.469",11
"d0.470",3
"d0.471",4
"d0.472",12
"d0.473",3
"d0.474",4
"d0.475",4
"d0.476",12
"d0.477",4
"d0.478",4
"d0.479",12
"d0.480",11
"d0.481",12
"d0.482",13
"d0.483",3
"d0.484",12
"d0.485",12
"d0.486",12
"d0.487",3
"d0.488",4
"d0.489",12
"d0.490",12
"d0.491",3
"d0.492",8
"d0.493",11
"d0.494",12
"d0.495",4
"d0.496",12
"d0.497",11
"d0.498",4
"d0.499",12
"d0.500",12
"d0.501",12
"d0.502",4
"d0.503",11
"d0.504",2
"d0.505",3
"d0.506",2
"d0.507",12
"d0.508",12
"d0.509",4
"d0.510",12
"d0.511",4
"d0.512",4
"d0.513",12
"d0.514",4
"d0.515",4
"d0.516",12
"d0.517",12
"d0.518",12
"d0.519",12
"d0.520",11
"d0.521",12
"d0.522",12
"d0.523",12
"d0.524",12
"d0.525",12
"d0.526",4
"d0.527",12
"d0.528",12
"d0.529",4
"d0.530",12
"d0.531",12
"d0.532",12
"d0.533",12
"d0.534",4
"d0.535",12
"d0.536",4
"d0.537",12
"d0.538",4
"d0.539",12
"d0.540",13
"d0.541",4
"d0.542",12
"d0.543",4
"d0.544",11
"d0.545",2
"d0.546",12
"d0.547",3
"d0.548",12
"d0.549",4
"d0.550",11
"d0.551",12
"d0.552",12
"d0.553",4
"d0.554",11
"d0.555",4
"d0.556",4
"d0.557",4
"d0.558",12
"d0.559",12
"d0.560",4
"d0.561",12
"d0.562",11
"d0.563",3
"d0.564",12
"d0.565",3
"d0.566",4
"d0.567",3
"d0.568",12
"d0.569",4
"d0.570",4
"d0.571",12
"d0.572",12
"d0.573",4
"d0.574",11
"d0.575",11
"d0.576",12
"d0.577",8
"d0.578",12
"d0.579",12
"d0.580",11
"d0.581",4
"d0.582",3
"d0.583",12
"d0.584",4
"d0.585",11
"d0.586",4
"d0.587",4
"d0.588",12
"d0.589",11
"d0.590",12
"d0.591",12
"d0.592",4
"d0.593",4
"d0.594",4
"d0.595",4
"d0.596",12
"d0.597",11
"d0.598",12
"d0.599",4
"d0.600",11
"d0.601",12
"d0.602",4
"d0.603",11
"d0.604",4
"d0.605",11
"d0.606",12
"d0.607",4
"d0.608",12
"d0.609",3
"d0.610",11
"d0.611",12
"d0.612",12
"d0.613",12
"d0.614",11
"d0.615",12
"d0.616",12
"d0.617",12
"d0.618",12
"d0.619",12
"d0.620",12
"d0.621",12
"d0.622",4
"d0.623",12
"d0.624",4
"d0.625",12
"d0.626",4
"d0.627",11
"d0.628",4
"d0.629",3
"d0.630",12
"d0.631",12
"d0.632",4
"d0.633",12
"d0.634",12
"d0.635",2
"d0.636",12
"d0.637",3
"d0.638",4
"d0.639",4
"d0.640",4
"d0.641",4
"d0.642",11
"d0.643",4
"d0.644",12
"d0.645",11
"d0.646",3
"d0.647",11
"d0.648",12
"d0.649",12
"d0.650",12
"d0.651",12
"d0.652",11
"d0.653",12
"d0.654",12
"d0.655",12
"d0.656",12
"d0.657",12
"d0.658",4
"d0.659",12
"d0.660",4
"d0.661",3
"d0.662",11
"d0.663",12
"d0.664",11
"d0.665",4
"d0.666",4
"d0.667",11
"d0.668",12
"d0.669",12
"d0.670",12
"d0.671",12
"d0.672",12
"d0.673",4
"d0.674",11
"d0.675",12
"d0.676",12
"d0.677",12
"d0.678",3
"d0.679",12
"d0.680",3
"d0.681",11
"d0.682",12
"d0.683",11
"d0.684",12
"d0.685",4
"d0.686",4
"d0.687",3
"d0.688",12
"d0.689",11
"d0.690",4
"d0.691",12
"d0.692",12
"d0.693",4
"d0.694",12
"d0.695",11
"d0.696",12
"d0.697",4
"d0.698",4
"d0.699",12
"d0.700",11
"d0.701",11
"d0.702",3
"d0.703",12
"d0.704",12
"d0.705",4
"d0.706",12
"d0.707",3
"d0.708",4
"d0.709",12
"d0.710",3
"d0.711",4
"d0.712",12
"d0.713",12
"d0.714",12
"d0.715",12
"d0.716",4
"d0.717",12
"d0.718",3
"d0.719",12
"d0.720",12
"d0.721",12
"d0.722",4
"d0.723",11
"d0.724",12
"d0.725",12
"d0.726",12
"d0.727",4
"d0.728",12
"d0.729",12
"d0.730",12
"d0.731",8
"d0.732",4
"d0.733",4
"d0.734",12
"d0.735",4
"d0.736",12
"d0.737",4
"d0.738",4
"d0.739",12
"d0.740",12
"d0.741",4
"d0.742",3
"d0.743",12
"d0.744",13
"d0.745",4
"d0.746",4
"d0.747",11
"d0.748",11
"d0.749",12
"d0.750",4
"d0.751",12
"d0.752",12
"d0.753",3
"d0.754",12
"d0.755",12
"d0.756",4
"d0.757",12
"d0.758",3
"d0.759",11
"d0.760",11
"d0.761",13
"d0.762",12
"d0.763",12
"d0.764",12
"d0.765",12
"d0.766",12
"d0.767",11
"d0.768",4
"d0.769",3
"d0.770",12
"d0.771",3
"d0.772",11
"d0.773",11
"d0.774",11
"d0.775",12
"d0.776",4
"d0.777",3
"d0.778",12
"d0.779",12
"d0.780",4
"d0.781",12
"d0.782",12
"d0.783",12
"d0.784",4
"d0.785",3
"d0.786",11
"d0.787",4
"d0.788",16
"d0.789",12
"d0.790",3
"d0.791",12
"d0.792",2
"d0.793",4
"d0.794",4
"d0.795",4
"d0.796",12
"d0.797",4
"d0.798",4
"d0.799",3
"d0.800",4
"d0.801",3
"d0.802",12
"d0.803",4
"d0.804",12
"d0.805",11
"d0.806",12
"d0.807",12
"d0.808",4
"d0.809",4
"d0.810",4
"d0.811",12
"d0.812",3
"d0.813",12
"d0.814",4
"d0.815",12
"d0.816",11
"d0.817",4
"d0.818",11
"d0.819",11
"d0.820",12
"d0.821",3
"d0.822",4
"d0.823",12
"d0.824",11
"d0.825",3
"d0.826",4
"d0.827",12
"d0.828",11
"d0.829",12
"d0.830",4
"d0.831",12
"d0.832",4
"d0.833",4
"d0.834",4
"d0.835",11
"d0.836",11
"d0.837",3
"d0.838",12
"d0.839",4
"d0.840",12
"d0.841",12
"d0.842",4
"d0.843",4
"d0.844",12
"d0.845",12
"d0.846",4
"d0.847",4
"d0.848",3
"d0.849",12
"d0.850",12
"d0.851",4
"d0.852",4
"d0.853",4
"d0.854",4
"d0.855",12
"d0.856",3
"d0.857",12
"d0.858",3
"d0.859",11
"d0.860",11
"d0.861",4
"d0.862",4
"d0.863",12
"d0.864",3
"d0.865",12
"d0.866",4
"d0.867",3
"d0.868",4
"d0.869",11
"d0.870",3
"d0.871",4
"d0.872",4
"d0.873",12
"d0.874",12
"d0.875",12
"d0.876",3
"d0.877",12
"d0.878",3
"d0.879",3
"d0.880",13
"d0.881",12
"d0.882",12
"d0.883",4
"d0.884",12
"d0.885",4
"d0.886",12
"d0.887",12
"d0.888",4
"d0.889",12
"d0.890",12
"d0.891",12
"d0.892",12
"d0.893",12
"d0.894",4
"d0.895",11
"d0.896",4
"d0.897",12
"d0.898",12
"d0.899",12
"d0.900",11
"d0.901",4
"d0.902",12
"d0.903",4
"d0.904",4
"d0.905",12
"d0.906",12
"d0.907",12
"d0.908",12
"d0.909",3
"d0.910",4
"d0.911",4
"d0.912",4
"d0.913",12
"d0.914",12
"d0.915",4
"d0.916",4
"d0.917",11
"d0.918",11
"d0.919",4
"d0.920",12
"d0.921",12
"d0.922",3
"d0.923",4
"d0.924",12
"d0.925",16
"d0.926",12
"d0.927",4
"d0.928",3
