"","sc3_22_clusters"
"d0",14
"d0.1",6
"d0.2",14
"d0.3",14
"d0.4",13
"d0.5",14
"d0.6",14
"d0.7",6
"d0.8",5
"d0.9",13
"d0.10",14
"d0.11",5
"d0.12",14
"d0.13",6
"d0.14",6
"d0.15",5
"d0.16",14
"d0.17",19
"d0.18",6
"d0.19",6
"d0.20",14
"d0.21",14
"d0.22",6
"d0.23",6
"d0.24",14
"d0.25",6
"d0.26",14
"d0.27",14
"d0.28",14
"d0.29",13
"d0.30",6
"d0.31",14
"d0.32",5
"d0.33",6
"d0.34",13
"d0.35",14
"d0.36",13
"d0.37",14
"d0.38",13
"d0.39",6
"d0.40",6
"d0.41",6
"d0.42",5
"d0.43",14
"d0.44",6
"d0.45",6
"d0.46",14
"d0.47",6
"d0.48",6
"d0.49",6
"d0.50",14
"d0.51",14
"d0.52",14
"d0.53",6
"d0.54",13
"d0.55",6
"d0.56",14
"d0.57",14
"d0.58",6
"d0.59",14
"d0.60",6
"d0.61",14
"d0.62",14
"d0.63",6
"d0.64",6
"d0.65",14
"d0.66",14
"d0.67",6
"d0.68",14
"d0.69",14
"d0.70",6
"d0.71",14
"d0.72",14
"d0.73",14
"d0.74",14
"d0.75",6
"d0.76",14
"d0.77",6
"d0.78",6
"d0.79",6
"d0.80",14
"d0.81",13
"d0.82",6
"d0.83",14
"d0.84",14
"d0.85",14
"d0.86",6
"d0.87",14
"d0.88",13
"d0.89",6
"d0.90",14
"d0.91",5
"d0.92",6
"d0.93",6
"d0.94",14
"d0.95",6
"d0.96",6
"d0.97",13
"d0.98",14
"d0.99",14
"d0.100",6
"d0.101",5
"d0.102",14
"d0.103",13
"d0.104",14
"d0.105",6
"d0.106",6
"d0.107",6
"d0.108",14
"d0.109",14
"d0.110",5
"d0.111",13
"d0.112",6
"d0.113",6
"d0.114",6
"d0.115",5
"d0.116",14
"d0.117",14
"d0.118",6
"d0.119",6
"d0.120",20
"d0.121",5
"d0.122",5
"d0.123",14
"d0.124",6
"d0.125",6
"d0.126",13
"d0.127",14
"d0.128",14
"d0.129",14
"d0.130",14
"d0.131",6
"d0.132",6
"d0.133",5
"d0.134",6
"d0.135",13
"d0.136",14
"d0.137",6
"d0.138",14
"d0.139",14
"d0.140",6
"d0.141",14
"d0.142",6
"d0.143",6
"d0.144",5
"d0.145",6
"d0.146",14
"d0.147",6
"d0.148",14
"d0.149",14
"d0.150",6
"d0.151",6
"d0.152",14
"d0.153",14
"d0.154",6
"d0.155",14
"d0.156",5
"d0.157",6
"d0.158",6
"d0.159",5
"d0.160",14
"d0.161",14
"d0.162",6
"d0.163",14
"d0.164",5
"d0.165",5
"d0.166",5
"d0.167",14
"d0.168",13
"d0.169",6
"d0.170",6
"d0.171",14
"d0.172",13
"d0.173",14
