"","sc3_22_clusters"
"d0",2
"d0.1",12
"d0.2",2
"d0.3",2
"d0.4",12
"d0.5",12
"d0.6",2
"d0.7",12
"d0.8",12
"d0.9",12
"d0.10",2
"d0.11",2
"d0.12",2
"d0.13",2
"d0.14",2
"d0.15",12
"d0.16",2
"d0.17",8
"d0.18",12
"d0.19",2
"d0.20",12
"d0.21",12
"d0.22",2
"d0.23",2
"d0.24",12
"d0.25",12
"d0.26",2
"d0.27",12
"d0.28",2
"d0.29",2
"d0.30",12
"d0.31",12
"d0.32",2
"d0.33",2
"d0.34",12
"d0.35",2
"d0.36",2
"d0.37",12
"d0.38",2
"d0.39",2
"d0.40",2
"d0.41",12
"d0.42",1
"d0.43",12
"d0.44",2
"d0.45",2
"d0.46",12
"d0.47",2
"d0.48",12
"d0.49",12
"d0.50",12
"d0.51",2
"d0.52",2
"d0.53",2
"d0.54",2
"d0.55",12
"d0.56",12
"d0.57",12
"d0.58",12
"d0.59",2
"d0.60",2
"d0.61",12
"d0.62",2
"d0.63",2
"d0.64",2
"d0.65",2
"d0.66",2
"d0.67",2
"d0.68",2
"d0.69",2
"d0.70",2
"d0.71",2
"d0.72",2
"d0.73",12
"d0.74",2
"d0.75",2
"d0.76",12
"d0.77",12
"d0.78",2
"d0.79",12
"d0.80",12
"d0.81",12
"d0.82",2
"d0.83",2
"d0.84",2
"d0.85",2
"d0.86",2
"d0.87",12
"d0.88",2
"d0.89",2
"d0.90",12
"d0.91",12
"d0.92",2
"d0.93",12
"d0.94",2
"d0.95",12
"d0.96",2
"d0.97",2
"d0.98",2
"d0.99",12
"d0.100",12
"d0.101",2
"d0.102",12
"d0.103",2
"d0.104",12
"d0.105",2
"d0.106",12
"d0.107",12
"d0.108",12
"d0.109",2
"d0.110",2
"d0.111",2
"d0.112",12
"d0.113",12
"d0.114",2
"d0.115",2
"d0.116",12
"d0.117",12
"d0.118",12
"d0.119",12
"d0.120",2
"d0.121",2
"d0.122",2
"d0.123",2
"d0.124",12
"d0.125",12
"d0.126",12
"d0.127",2
"d0.128",2
"d0.129",2
"d0.130",2
"d0.131",12
"d0.132",12
"d0.133",2
"d0.134",12
"d0.135",12
"d0.136",2
"d0.137",2
"d0.138",2
"d0.139",2
"d0.140",2
"d0.141",2
"d0.142",12
"d0.143",12
"d0.144",12
"d0.145",2
"d0.146",2
"d0.147",12
"d0.148",2
"d0.149",2
"d0.150",2
"d0.151",12
"d0.152",2
"d0.153",2
"d0.154",12
"d0.155",2
"d0.156",2
"d0.157",12
"d0.158",2
"d0.159",2
"d0.160",12
"d0.161",12
"d0.162",2
"d0.163",12
"d0.164",12
"d0.165",12
"d0.166",2
"d0.167",2
"d0.168",12
"d0.169",2
"d0.170",12
"d0.171",12
"d0.172",12
"d0.173",12
"d0.174",2
"d0.175",2
"d0.176",12
"d0.177",12
"d0.178",2
"d0.179",2
"d0.180",12
"d0.181",1
"d0.182",2
"d0.183",2
"d0.184",2
"d0.185",12
"d0.186",12
"d0.187",12
"d0.188",12
"d0.189",2
"d0.190",2
"d0.191",2
"d0.192",12
"d0.193",2
"d0.194",12
"d0.195",2
"d0.196",2
"d0.197",12
"d0.198",2
"d0.199",12
"d0.200",2
"d0.201",2
"d0.202",12
"d0.203",12
"d0.204",1
"d0.205",12
"d0.206",2
"d0.207",2
"d0.208",2
"d0.209",12
"d0.210",2
"d0.211",2
"d0.212",11
"d0.213",2
"d0.214",2
"d0.215",2
"d0.216",2
"d0.217",2
"d0.218",2
"d0.219",2
"d0.220",20
"d0.221",2
"d0.222",2
"d0.223",2
"d0.224",2
"d0.225",2
"d0.226",12
"d0.227",12
"d0.228",12
"d0.229",2
"d0.230",2
"d0.231",12
"d0.232",2
"d0.233",2
"d0.234",12
"d0.235",12
"d0.236",2
"d0.237",12
"d0.238",2
"d0.239",2
"d0.240",2
"d0.241",12
"d0.242",10
"d0.243",2
"d0.244",8
"d0.245",2
"d0.246",2
"d0.247",2
"d0.248",12
"d0.249",1
"d0.250",2
"d0.251",2
"d0.252",12
"d0.253",12
"d0.254",2
"d0.255",12
"d0.256",2
"d0.257",12
"d0.258",2
"d0.259",2
"d0.260",2
"d0.261",1
"d0.262",12
"d0.263",2
"d0.264",12
"d0.265",12
"d0.266",2
"d0.267",12
"d0.268",12
"d0.269",12
"d0.270",12
"d0.271",2
"d0.272",12
"d0.273",12
