"","x"
"1",6
"2",1
"3",5
"4",1
"5",6
"6",1
"7",3
"8",4
"9",4
"10",1
"11",4
"12",1
"13",4
"14",6
"15",3
"16",1
"17",1
"18",3
"19",4
"20",3
"21",3
"22",6
"23",6
"24",6
"25",6
"26",5
"27",3
"28",1
"29",2
"30",5
"31",1
"32",6
"33",3
"34",6
"35",3
"36",1
"37",2
"38",5
"39",5
"40",3
"41",1
"42",2
"43",4
"44",2
"45",5
"46",3
"47",2
"48",3
"49",3
"50",3
"51",2
"52",1
"53",3
"54",6
"55",6
"56",2
"57",5
"58",2
"59",3
"60",5
"61",5
"62",1
"63",5
"64",5
"65",2
"66",2
"67",1
"68",3
"69",1
"70",3
"71",5
"72",5
"73",2
"74",2
"75",6
"76",2
"77",6
"78",2
"79",3
"80",6
