"","sc3_24_clusters"
"Var1_1",1
"Var1_2",1
"Var1_3",1
"Var1_4",1
"Var1_5",1
"Var1_6",1
"Var1_7",1
"Var1_8",2
"Var1_9",1
"Var1_10",1
"Var1_11",1
"Var1_12",1
"Var1_13",1
"Var1_14",1
"Var1_15",1
"Var1_16",1
"Var1_17",1
"Var1_18",12
"Var1_19",1
"Var1_20",1
"Var1_21",1
"Var1_22",1
"Var1_23",1
"Var1_24",1
"Var1_25",1
"Var1_26",1
"Var1_27",1
"Var1_28",1
"Var1_29",1
"Var1_30",1
"Var1_31",1
"Var1_32",1
"Var1_33",1
"Var1_34",1
"Var1_35",1
"Var1_36",1
"Var1_37",1
"Var1_38",1
"Var1_39",1
"Var1_40",1
"Var1_41",1
"Var1_42",1
"Var1_43",2
"Var1_44",1
"Var1_45",1
"Var1_46",1
"Var1_47",1
"Var1_48",1
"Var1_49",1
"Var1_50",1
"Var1_51",1
"Var1_52",1
"Var1_53",1
"Var1_54",1
"Var1_55",1
"Var1_56",1
"Var1_57",1
"Var1_58",1
"Var1_59",1
"Var1_60",1
"Var1_61",1
"Var1_62",1
"Var1_63",1
"Var1_64",1
"Var1_65",1
"Var1_66",1
"Var1_67",1
"Var1_68",1
"Var1_69",1
"Var1_70",1
"Var1_71",1
"Var1_72",1
"Var1_73",1
"Var1_74",1
"Var1_75",1
"Var1_76",1
"Var1_77",1
"Var1_78",1
"Var1_79",1
"Var1_80",1
"Var1_81",1
"Var1_82",1
"Var1_83",1
"Var1_84",1
"Var1_85",1
"Var1_86",1
"Var1_87",1
"Var1_88",1
"Var1_89",1
"Var1_90",1
"Var1_91",1
"Var1_92",1
"Var1_93",1
"Var1_94",1
"Var1_95",1
"Var1_96",1
"Var1_97",1
"Var1_98",1
"Var1_99",1
"Var1_100",1
"Var1_101",1
"Var1_102",1
"Var1_103",1
"Var1_104",1
"Var1_105",1
"Var1_106",1
"Var1_107",1
"Var1_108",1
"Var1_109",1
"Var1_110",1
"Var1_111",1
"Var1_112",1
"Var1_113",1
"Var1_114",1
"Var1_115",1
"Var1_116",1
"Var1_117",1
"Var1_118",1
"Var1_119",1
"Var1_120",1
"Var1_121",1
"Var1_122",1
"Var1_123",1
"Var1_124",1
"Var1_125",1
"Var1_126",1
"Var1_127",1
"Var1_128",1
"Var1_129",1
"Var1_130",1
"Var1_131",1
"Var1_132",1
"Var1_133",1
"Var1_134",1
"Var1_135",1
"Var1_136",1
"Var1_137",1
"Var1_138",1
"Var1_139",1
"Var1_140",1
"Var1_141",1
"Var1_142",1
"Var1_143",1
"Var1_144",1
"Var1_145",1
"Var1_146",1
"Var1_147",1
"Var1_148",1
"Var1_149",1
"Var1_150",1
"Var1_151",1
"Var1_152",1
"Var1_153",1
"Var1_154",1
"Var1_155",1
"Var1_156",1
"Var1_157",1
"Var1_158",1
"Var1_159",1
"Var1_160",1
"Var1_161",1
"Var1_162",1
"Var1_163",1
"Var1_164",1
"Var1_165",1
"Var1_166",1
"Var1_167",1
"Var1_168",1
"Var1_169",1
"Var1_170",1
"Var1_171",1
"Var1_172",1
"Var1_173",1
"Var1_174",1
"Var1_175",1
"Var1_176",1
"Var1_177",1
"Var1_178",1
"Var1_179",1
"Var1_180",1
"Var1_181",1
"Var1_182",2
"Var1_183",1
"Var1_184",1
"Var1_185",1
"Var1_186",1
"Var1_187",2
"Var1_188",1
"Var1_189",1
"Var1_190",1
"Var1_191",1
"Var1_192",1
"Var1_193",1
"Var1_194",1
"Var1_195",1
"Var1_196",1
"Var1_197",1
"Var1_198",1
"Var1_199",1
"Var1_200",1
"Var1_201",1
"Var1_202",1
"Var1_203",1
"Var1_204",1
"Var1_205",1
"Var1_206",1
"Var1_207",1
"Var1_208",1
"Var1_209",1
"Var1_210",1
"Var1_211",1
"Var1_212",1
"Var1_213",1
"Var1_214",1
"Var1_215",1
"Var1_216",1
"Var1_217",1
"Var1_218",1
"Var1_219",1
"Var1_220",1
"Var1_221",2
"Var1_222",1
"Var1_223",1
"Var1_224",1
"Var1_225",1
"Var1_226",1
"Var1_227",1
"Var1_228",1
"Var1_229",1
"Var1_230",1
"Var1_231",1
"Var1_232",1
"Var1_233",1
"Var1_234",1
"Var1_235",1
"Var1_236",1
"Var1_237",1
"Var1_238",1
"Var1_239",1
"Var1_240",1
"Var1_241",1
"Var1_242",1
"Var1_243",1
"Var1_244",1
"Var1_245",12
"Var1_246",1
"Var1_247",1
"Var1_248",1
"Var1_249",1
"Var1_250",1
"Var1_251",1
"Var1_252",1
"Var1_253",1
"Var1_254",1
"Var1_255",1
"Var1_256",1
"Var1_257",1
"Var1_258",1
"Var1_259",1
"Var1_260",1
"Var1_261",1
"Var1_262",1
"Var1_263",1
"Var1_264",1
"Var1_265",1
"Var1_266",1
"Var1_267",1
"Var1_268",1
"Var1_269",1
"Var1_270",1
"Var1_271",1
"Var1_272",1
"Var1_273",1
"Var1_274",1
"Var1_275",1
"Var1_276",1
"Var1_277",1
"Var1_278",1
"Var1_279",1
"Var1_280",1
"Var1_281",1
"Var1_282",1
"Var1_283",1
"Var1_284",1
"Var1_285",1
"Var1_286",1
"Var1_287",1
"Var1_288",1
"Var1_289",1
"Var1_290",1
"Var1_291",1
"Var1_292",1
"Var1_293",1
"Var1_294",1
"Var1_295",1
"Var1_296",1
"Var1_297",1
"Var1_298",1
"Var1_299",1
"Var1_300",1
"Var1_301",1
"Var1_302",1
"Var1_303",1
"Var1_304",1
"Var1_305",1
"Var1_306",2
"Var1_307",1
"Var1_308",1
"Var1_309",1
"Var1_310",1
"Var1_311",1
"Var1_312",1
"Var1_313",1
"Var1_314",1
"Var1_315",1
"Var1_316",1
"Var1_317",1
"Var1_318",1
"Var1_319",1
"Var1_320",1
"Var1_321",1
"Var1_322",1
"Var1_323",1
"Var1_324",1
"Var1_325",1
"Var1_326",1
"Var1_327",1
"Var1_328",1
"Var1_329",1
"Var1_330",1
"Var1_331",1
"Var1_332",1
"Var1_333",1
"Var1_334",1
"Var1_335",1
"Var1_336",1
"Var1_337",1
"Var1_338",1
"Var1_339",1
"Var1_340",1
"Var1_341",1
"Var1_342",1
"Var1_343",1
"Var1_344",1
"Var1_345",1
"Var1_346",1
"Var1_347",1
"Var1_348",1
"Var1_349",1
"Var1_350",1
"Var1_351",1
"Var1_352",1
"Var1_353",1
"Var1_354",1
"Var1_355",1
"Var1_356",1
"Var1_357",1
"Var1_358",1
"Var1_359",1
"Var1_360",1
"Var1_361",1
"Var1_362",1
"Var1_363",1
"Var1_364",2
"Var1_365",1
"Var1_366",1
"Var1_367",1
"Var1_368",1
"Var1_369",1
"Var1_370",1
"Var1_371",1
"Var1_372",1
"Var1_373",1
"Var1_374",1
"Var1_375",1
"Var1_376",1
"Var1_377",1
"Var1_378",1
"Var1_379",1
"Var1_380",1
"Var1_381",1
"Var1_382",1
"Var1_383",1
"Var1_384",1
"Var1_385",1
"Var1_386",1
"Var1_387",1
"Var1_388",1
"Var1_389",1
"Var1_390",1
"Var1_391",1
"Var1_392",1
"Var1_393",1
"Var1_394",1
"Var1_395",1
"Var1_396",1
"Var1_397",1
"Var1_398",1
"Var1_399",1
"Var1_400",2
"Var1_401",1
"Var1_402",1
"Var1_403",1
"Var1_404",1
"Var1_405",1
"Var1_406",1
"Var1_407",1
"Var1_408",1
"Var1_409",1
"Var1_410",1
"Var1_411",2
"Var1_412",1
"Var1_413",1
"Var1_414",1
"Var1_415",1
"Var1_416",1
"Var1_417",1
"Var1_418",1
"Var1_419",1
"Var1_420",1
"Var1_421",1
"Var1_422",1
"Var1_423",1
"Var1_424",1
"Var1_425",1
"Var1_426",1
"Var1_427",1
"Var1_428",1
"Var1_429",1
"Var1_430",1
"Var1_431",1
"Var1_432",1
"Var1_433",1
"Var1_434",1
"Var1_435",1
"Var1_436",1
"Var1_437",1
"Var1_438",1
"Var1_439",1
"Var1_440",1
"Var1_441",1
"Var1_442",1
"Var1_443",1
"Var1_444",1
"Var1_445",1
"Var1_446",1
"Var1_447",1
"Var1_448",1
"Var1_449",1
"Var1_450",1
"Var1_451",1
"Var1_452",1
"Var1_453",1
"Var1_454",1
"Var1_455",1
"Var1_456",1
"Var1_457",1
"Var1_458",1
"Var1_459",1
"Var1_460",1
"Var1_461",1
"Var1_462",1
"Var1_463",1
"Var1_464",1
"Var1_465",1
"Var1_466",1
"Var1_467",1
"Var1_468",1
"Var1_469",1
"Var1_470",1
"Var1_471",1
"Var1_472",1
"Var1_473",1
"Var1_474",1
"Var1_475",1
"Var1_476",1
"Var1_477",1
"Var1_478",1
"Var1_479",1
"Var1_480",1
"Var1_481",1
"Var1_482",1
"Var1_483",1
"Var1_484",2
"Var1_485",1
"Var1_486",1
"Var1_487",1
"Var1_488",1
"Var1_489",1
"Var1_490",1
"Var1_491",1
"Var1_492",1
"Var1_493",14
"Var1_494",1
"Var1_495",1
"Var1_496",1
"Var1_497",1
"Var1_498",1
"Var1_499",1
"Var1_500",1
"Var1_501",1
"Var1_502",1
"Var1_503",1
"Var1_504",1
"Var1_505",2
"Var1_506",1
"Var1_507",1
"Var1_508",1
"Var1_509",1
"Var1_510",1
"Var1_511",1
"Var1_512",1
"Var1_513",1
"Var1_514",1
"Var1_515",1
"Var1_516",1
"Var1_517",1
"Var1_518",1
"Var1_519",1
"Var1_520",1
"Var1_521",1
"Var1_522",1
"Var1_523",1
"Var1_524",1
"Var1_525",1
"Var1_526",1
"Var1_527",1
"Var1_528",1
"Var1_529",1
"Var1_530",1
"Var1_531",1
"Var1_532",1
"Var1_533",1
"Var1_534",1
"Var1_535",1
"Var1_536",1
"Var1_537",1
"Var1_538",1
"Var1_539",1
"Var1_540",1
"Var1_541",12
"Var1_542",1
"Var1_543",1
"Var1_544",1
"Var1_545",1
"Var1_546",2
"Var1_547",1
"Var1_548",1
"Var1_549",1
"Var1_550",1
"Var1_551",1
"Var1_552",1
"Var1_553",1
"Var1_554",1
"Var1_555",1
"Var1_556",1
"Var1_557",1
"Var1_558",1
"Var1_559",1
"Var1_560",1
"Var1_561",1
"Var1_562",1
"Var1_563",1
"Var1_564",1
"Var1_565",1
"Var1_566",1
"Var1_567",1
"Var1_568",1
"Var1_569",1
"Var1_570",1
"Var1_571",1
"Var1_572",1
"Var1_573",1
"Var1_574",1
"Var1_575",1
"Var1_576",1
"Var1_577",1
"Var1_578",14
"Var1_579",1
"Var1_580",1
"Var1_581",1
"Var1_582",1
"Var1_583",1
"Var1_584",1
"Var1_585",1
"Var1_586",1
"Var1_587",1
"Var1_588",1
"Var1_589",1
"Var1_590",1
"Var1_591",1
"Var1_592",1
"Var1_593",1
"Var1_594",1
"Var1_595",1
"Var1_596",1
"Var1_597",1
"Var1_598",1
"Var1_599",1
"Var1_600",1
"Var1_601",1
"Var1_602",1
"Var1_603",1
"Var1_604",1
"Var1_605",1
"Var1_606",1
"Var1_607",1
"Var1_608",1
"Var1_609",1
"Var1_610",1
"Var1_611",1
"Var1_612",1
"Var1_613",1
"Var1_614",1
"Var1_615",1
"Var1_616",1
"Var1_617",1
"Var1_618",1
"Var1_619",1
"Var1_620",1
"Var1_621",1
"Var1_622",1
"Var1_623",1
"Var1_624",1
"Var1_625",1
"Var1_626",1
"Var1_627",1
"Var1_628",2
"Var1_629",1
"Var1_630",1
"Var1_631",1
"Var1_632",1
"Var1_633",1
"Var1_634",1
"Var1_635",1
"Var1_636",1
"Var1_637",1
"Var1_638",1
"Var1_639",1
"Var1_640",1
"Var1_641",1
"Var1_642",1
"Var1_643",1
"Var1_644",1
"Var1_645",1
"Var1_646",1
"Var1_647",1
"Var1_648",1
"Var1_649",1
"Var1_650",1
"Var1_651",1
"Var1_652",1
"Var1_653",1
"Var1_654",1
"Var1_655",1
"Var1_656",1
"Var1_657",1
"Var1_658",1
"Var1_659",1
"Var1_660",1
"Var1_661",1
"Var1_662",1
"Var1_663",1
"Var1_664",1
"Var1_665",1
"Var1_666",1
"Var1_667",1
"Var1_668",1
"Var1_669",1
"Var1_670",1
"Var1_671",1
"Var1_672",1
"Var1_673",1
"Var1_674",1
"Var1_675",1
"Var1_676",1
"Var1_677",1
"Var1_678",1
"Var1_679",1
"Var1_680",1
"Var1_681",1
"Var1_682",1
"Var1_683",1
"Var1_684",1
"Var1_685",1
"Var1_686",1
"Var1_687",1
"Var1_688",1
"Var1_689",1
"Var1_690",1
"Var1_691",1
"Var1_692",1
"Var1_693",1
"Var1_694",1
"Var1_695",1
"Var1_696",1
"Var1_697",1
"Var1_698",1
"Var1_699",1
"Var1_700",1
"Var1_701",1
"Var1_702",1
"Var1_703",1
"Var1_704",1
"Var1_705",1
"Var1_706",1
"Var1_707",1
"Var1_708",1
